d3mIndex,cultivar,sitename,day,canopy_height
4157,PI329299,MAC Field Scanner Season 4 Range 52 Column 13,132,337
4193,PI329299,MAC Field Scanner Season 4 Range 52 Column 14,132,326
4220,PI329300,MAC Field Scanner Season 4 Range 5 Column 13,133,322
4247,PI329300,MAC Field Scanner Season 4 Range 5 Column 14,133,338
4269,PI329310,MAC Field Scanner Season 4 Range 40 Column 3,122,243
4291,PI329310,MAC Field Scanner Season 4 Range 40 Column 4,122,285
4313,PI329319,MAC Field Scanner Season 4 Range 42 Column 13,122,351
4335,PI329319,MAC Field Scanner Season 4 Range 42 Column 14,122,356
4366,PI329326,MAC Field Scanner Season 4 Range 24 Column 13,133,312
4386,PI329326,MAC Field Scanner Season 4 Range 24 Column 14,122,311
4422,PI329326,MAC Field Scanner Season 4 Range 38 Column 10,132,318
4458,PI329326,MAC Field Scanner Season 4 Range 38 Column 9,132,331
4480,PI329333,MAC Field Scanner Season 4 Range 36 Column 5,122,355
4502,PI329333,MAC Field Scanner Season 4 Range 36 Column 6,122,355
4533,PI329338,MAC Field Scanner Season 4 Range 25 Column 15,133,379
4572,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,132,318
4611,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,132,322
4647,PI329351,MAC Field Scanner Season 4 Range 35 Column 13,132,357
4669,PI329351,MAC Field Scanner Season 4 Range 35 Column 14,122,329
4697,PI329351,MAC Field Scanner Season 4 Range 9 Column 11,132,403
4725,PI329351,MAC Field Scanner Season 4 Range 9 Column 12,132,404
4755,PI329394,MAC Field Scanner Season 4 Range 17 Column 10,133,354
4774,PI329394,MAC Field Scanner Season 4 Range 17 Column 9,122,393
4796,PI329394,MAC Field Scanner Season 4 Range 32 Column 13,133,354
4831,PI329394,MAC Field Scanner Season 4 Range 32 Column 14,133,345
4858,PI329403,MAC Field Scanner Season 4 Range 6 Column 10,133,393
4885,PI329403,MAC Field Scanner Season 4 Range 6 Column 9,133,374
4902,PI329465,MAC Field Scanner Season 4 Range 3 Column 3,122,344
4919,PI329465,MAC Field Scanner Season 4 Range 3 Column 4,122,314
4941,PI329471,MAC Field Scanner Season 4 Range 34 Column 11,133,331
4963,PI329471,MAC Field Scanner Season 4 Range 34 Column 12,133,338
4980,PI329473,MAC Field Scanner Season 4 Range 4 Column 3,122,340
5007,PI329473,MAC Field Scanner Season 4 Range 4 Column 4,133,366
5038,PI329478,MAC Field Scanner Season 4 Range 24 Column 11,133,333
5069,PI329478,MAC Field Scanner Season 4 Range 24 Column 12,133,354
5088,PI329480,MAC Field Scanner Season 4 Range 13 Column 15,122,375
5110,PI329506,MAC Field Scanner Season 4 Range 31 Column 13,133,310
5144,PI329506,MAC Field Scanner Season 4 Range 31 Column 14,133,321
5180,PI329511,MAC Field Scanner Season 4 Range 43 Column 13,132,337
5202,PI329511,MAC Field Scanner Season 4 Range 43 Column 14,122,309
5224,PI329517,MAC Field Scanner Season 4 Range 39 Column 3,122,313
5246,PI329517,MAC Field Scanner Season 4 Range 39 Column 4,122,314
5266,PI329518,MAC Field Scanner Season 4 Range 22 Column 3,122,291
5297,PI329518,MAC Field Scanner Season 4 Range 22 Column 4,133,337
5328,PI329519,MAC Field Scanner Season 4 Range 23 Column 15,133,359
5358,PI329541,MAC Field Scanner Season 4 Range 17 Column 3,133,341
5377,PI329541,MAC Field Scanner Season 4 Range 17 Column 4,122,355
5408,PI329545,MAC Field Scanner Season 4 Range 19 Column 15,133,349
5444,PI329545,MAC Field Scanner Season 4 Range 36 Column 13,132,345
5466,PI329545,MAC Field Scanner Season 4 Range 36 Column 14,122,323
5496,PI329546,MAC Field Scanner Season 4 Range 16 Column 11,133,346
5526,PI329546,MAC Field Scanner Season 4 Range 16 Column 12,133,365
5555,PI329550,MAC Field Scanner Season 4 Range 14 Column 11,133,308
5584,PI329550,MAC Field Scanner Season 4 Range 14 Column 12,133,326
5624,PI329550,MAC Field Scanner Season 4 Range 48 Column 7,125,401
5647,PI329550,MAC Field Scanner Season 4 Range 48 Column 8,124,384
5670,PI329569,MAC Field Scanner Season 4 Range 26 Column 7,133,360
5704,PI329569,MAC Field Scanner Season 4 Range 26 Column 8,133,364
5740,PI329569,MAC Field Scanner Season 4 Range 40 Column 15,132,351
5760,PI329570,MAC Field Scanner Season 4 Range 21 Column 5,122,358
5780,PI329570,MAC Field Scanner Season 4 Range 21 Column 6,122,346
5816,PI329570,MAC Field Scanner Season 4 Range 35 Column 3,132,307
5838,PI329570,MAC Field Scanner Season 4 Range 35 Column 4,122,298
5860,PI329584,MAC Field Scanner Season 4 Range 41 Column 13,122,344
5882,PI329584,MAC Field Scanner Season 4 Range 41 Column 14,122,338
5901,PI329584,MAC Field Scanner Season 4 Range 8 Column 7,122,319
5929,PI329584,MAC Field Scanner Season 4 Range 8 Column 8,133,381
5951,PI329585,MAC Field Scanner Season 4 Range 40 Column 7,122,386
5973,PI329585,MAC Field Scanner Season 4 Range 40 Column 8,122,345
6009,PI329605,MAC Field Scanner Season 4 Range 41 Column 11,132,388
6031,PI329605,MAC Field Scanner Season 4 Range 41 Column 12,122,371
6065,PI329614,MAC Field Scanner Season 4 Range 31 Column 7,133,344
6087,PI329614,MAC Field Scanner Season 4 Range 31 Column 8,133,311
6116,PI329618,MAC Field Scanner Season 4 Range 14 Column 13,133,360
6145,PI329618,MAC Field Scanner Season 4 Range 14 Column 14,133,375
6191,PI329632,MAC Field Scanner Season 4 Range 30 Column 13,133,343
6227,PI329644,MAC Field Scanner Season 4 Range 35 Column 7,132,378
6263,PI329644,MAC Field Scanner Season 4 Range 35 Column 8,132,393
6291,PI329644,MAC Field Scanner Season 4 Range 7 Column 10,133,317
6309,PI329644,MAC Field Scanner Season 4 Range 7 Column 9,122,353
6338,PI329645,MAC Field Scanner Season 4 Range 15 Column 3,133,281
6367,PI329645,MAC Field Scanner Season 4 Range 15 Column 4,133,274
6394,PI329646,MAC Field Scanner Season 4 Range 6 Column 15,133,395
6425,PI329665,MAC Field Scanner Season 4 Range 22 Column 5,133,361
6456,PI329665,MAC Field Scanner Season 4 Range 22 Column 6,133,366
6491,PI329673,MAC Field Scanner Season 4 Range 32 Column 10,133,263
6526,PI329673,MAC Field Scanner Season 4 Range 32 Column 9,133,291
6556,PI329702,MAC Field Scanner Season 4 Range 17 Column 5,133,371
6575,PI329702,MAC Field Scanner Season 4 Range 17 Column 6,122,337
6603,PI329710,MAC Field Scanner Season 4 Range 7 Column 7,133,339
6621,PI329710,MAC Field Scanner Season 4 Range 7 Column 8,122,338
6650,PI329711,MAC Field Scanner Season 4 Range 13 Column 13,133,353
6669,PI329711,MAC Field Scanner Season 4 Range 13 Column 14,122,370
6705,PI329711,MAC Field Scanner Season 4 Range 43 Column 7,132,388
6727,PI329711,MAC Field Scanner Season 4 Range 43 Column 8,122,337
6747,PI329841,MAC Field Scanner Season 4 Range 23 Column 10,122,368
6778,PI329841,MAC Field Scanner Season 4 Range 23 Column 9,133,374
6800,PI329841,MAC Field Scanner Season 4 Range 40 Column 11,122,350
6822,PI329841,MAC Field Scanner Season 4 Range 40 Column 12,122,333
6842,PI329843,MAC Field Scanner Season 4 Range 23 Column 3,122,326
6862,PI329843,MAC Field Scanner Season 4 Range 23 Column 4,122,374
6891,PI329864,MAC Field Scanner Season 4 Range 15 Column 15,133,348
6913,PI329865,MAC Field Scanner Season 4 Range 41 Column 7,122,365
6949,PI329865,MAC Field Scanner Season 4 Range 41 Column 8,132,357
6976,PI330169,MAC Field Scanner Season 4 Range 4 Column 7,132,388
6993,PI330169,MAC Field Scanner Season 4 Range 4 Column 8,122,376
7020,PI330181,MAC Field Scanner Season 4 Range 3 Column 11,132,379
7037,PI330181,MAC Field Scanner Season 4 Range 3 Column 12,122,344
7075,PI330181,MAC Field Scanner Season 4 Range 49 Column 15,132,349
7104,PI330182,MAC Field Scanner Season 4 Range 14 Column 3,133,344
7133,PI330182,MAC Field Scanner Season 4 Range 14 Column 4,133,302
7155,PI330182,MAC Field Scanner Season 4 Range 37 Column 13,122,330
7191,PI330182,MAC Field Scanner Season 4 Range 37 Column 14,132,345
7222,PI330184,MAC Field Scanner Season 4 Range 22 Column 11,133,362
7242,PI330184,MAC Field Scanner Season 4 Range 22 Column 12,122,357
7278,PI330184,MAC Field Scanner Season 4 Range 52 Column 10,132,361
7299,PI330184,MAC Field Scanner Season 4 Range 52 Column 9,124,359
7330,PI330185,MAC Field Scanner Season 4 Range 19 Column 11,133,384
7349,PI330185,MAC Field Scanner Season 4 Range 19 Column 12,122,373
7368,PI330195,MAC Field Scanner Season 4 Range 8 Column 13,122,364
7387,PI330195,MAC Field Scanner Season 4 Range 8 Column 14,122,332
7418,PI330196,MAC Field Scanner Season 4 Range 22 Column 13,133,358
7438,PI330196,MAC Field Scanner Season 4 Range 22 Column 14,122,332
7460,PI330199,MAC Field Scanner Season 4 Range 32 Column 5,133,303
7495,PI330199,MAC Field Scanner Season 4 Range 32 Column 6,133,381
7534,PI330796,MAC Field Scanner Season 4 Range 45 Column 13,132,356
7557,PI330796,MAC Field Scanner Season 4 Range 45 Column 14,124,332
7591,PI330803,MAC Field Scanner Season 4 Range 26 Column 13,133,367
7625,PI330803,MAC Field Scanner Season 4 Range 26 Column 14,133,368
7652,PI330807,MAC Field Scanner Season 4 Range 3 Column 10,132,389
7669,PI330807,MAC Field Scanner Season 4 Range 3 Column 9,122,372
7692,PI330807,MAC Field Scanner Season 4 Range 44 Column 3,124,322
7731,PI330807,MAC Field Scanner Season 4 Range 44 Column 4,132,387
7760,PI330833,MAC Field Scanner Season 4 Range 13 Column 5,133,319
7779,PI330833,MAC Field Scanner Season 4 Range 13 Column 6,122,300
7810,PI330858,MAC Field Scanner Season 4 Range 25 Column 13,133,363
7830,PI330858,MAC Field Scanner Season 4 Range 25 Column 14,122,350
7852,PI330858,MAC Field Scanner Season 4 Range 40 Column 5,122,366
7887,PI330858,MAC Field Scanner Season 4 Range 40 Column 6,132,410
7918,PI337689,MAC Field Scanner Season 4 Range 25 Column 7,133,357
7938,PI337689,MAC Field Scanner Season 4 Range 25 Column 8,122,359
7961,PI337689,MAC Field Scanner Season 4 Range 47 Column 10,124,374
7984,PI337689,MAC Field Scanner Season 4 Range 47 Column 9,124,347
8020,PI35038,MAC Field Scanner Season 4 Range 38 Column 5,132,323
8042,PI35038,MAC Field Scanner Season 4 Range 38 Column 6,122,347
8065,PI452619,MAC Field Scanner Season 4 Range 26 Column 3,122,356
8088,PI452619,MAC Field Scanner Season 4 Range 26 Column 4,122,363
8111,PI452692,MAC Field Scanner Season 4 Range 45 Column 10,124,354
8150,PI452692,MAC Field Scanner Season 4 Range 45 Column 9,132,384
8186,PI453696,MAC Field Scanner Season 4 Range 43 Column 3,132,349
8222,PI453696,MAC Field Scanner Season 4 Range 43 Column 4,132,370
8245,PI455221,MAC Field Scanner Season 4 Range 47 Column 5,124,355
8284,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,132,369
8319,PI455301,MAC Field Scanner Season 4 Range 32 Column 15,133,365
8348,PI455307,MAC Field Scanner Season 4 Range 14 Column 15,133,380
8370,PI455307,MAC Field Scanner Season 4 Range 43 Column 5,122,355
8392,PI455307,MAC Field Scanner Season 4 Range 43 Column 6,122,347
8421,PI505717,MAC Field Scanner Season 4 Range 14 Column 5,133,320
8440,PI505717,MAC Field Scanner Season 4 Range 14 Column 6,122,312
8460,PI505722,MAC Field Scanner Season 4 Range 21 Column 15,122,323
8481,PI505735,MAC Field Scanner Season 4 Range 52 Column 15,122,321
8500,PI506069,MAC Field Scanner Season 4 Range 16 Column 10,122,343
8519,PI506069,MAC Field Scanner Season 4 Range 16 Column 9,122,363
8538,PI506122,MAC Field Scanner Season 4 Range 8 Column 5,122,308
8557,PI506122,MAC Field Scanner Season 4 Range 8 Column 6,122,302
8595,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,132,318
8617,PI513898,MAC Field Scanner Season 4 Range 49 Column 6,124,353
8653,PI514456,MAC Field Scanner Season 4 Range 41 Column 10,132,389
8688,PI514456,MAC Field Scanner Season 4 Range 41 Column 9,132,381
8719,PI521019,MAC Field Scanner Season 4 Range 25 Column 10,133,347
8750,PI521019,MAC Field Scanner Season 4 Range 25 Column 9,133,369
8778,PI521152,MAC Field Scanner Season 4 Range 9 Column 7,133,337
8797,PI521152,MAC Field Scanner Season 4 Range 9 Column 8,122,360
8828,PI524475,MAC Field Scanner Season 4 Range 19 Column 3,133,314
8847,PI524475,MAC Field Scanner Season 4 Range 19 Column 4,122,301
8883,PI525049,MAC Field Scanner Season 4 Range 39 Column 11,132,391
8905,PI525049,MAC Field Scanner Season 4 Range 39 Column 12,122,349
8932,PI525049,MAC Field Scanner Season 4 Range 5 Column 7,132,392
8949,PI525049,MAC Field Scanner Season 4 Range 5 Column 8,122,382
8992,PI526905,MAC Field Scanner Season 4 Range 20 Column 7,133,368
9015,PI526905,MAC Field Scanner Season 4 Range 46 Column 5,124,288
9054,PI526905,MAC Field Scanner Season 4 Range 46 Column 6,132,318
9091,PI527045,MAC Field Scanner Season 4 Range 50 Column 10,132,367
9113,PI527045,MAC Field Scanner Season 4 Range 50 Column 9,124,389
9152,PI533792,MAC Field Scanner Season 4 Range 46 Column 3,132,310
9191,PI533792,MAC Field Scanner Season 4 Range 46 Column 4,132,363
9220,PI533998,MAC Field Scanner Season 4 Range 12 Column 3,133,368
9240,PI533998,MAC Field Scanner Season 4 Range 12 Column 4,122,308
9283,PI534120,MAC Field Scanner Season 4 Range 20 Column 11,133,317
9306,PI534120,MAC Field Scanner Season 4 Range 46 Column 13,124,293
9329,PI534120,MAC Field Scanner Season 4 Range 46 Column 14,124,265
9356,PI534165,MAC Field Scanner Season 4 Range 11 Column 15,133,321
9378,PI535783,MAC Field Scanner Season 4 Range 38 Column 11,122,335
9400,PI535783,MAC Field Scanner Season 4 Range 38 Column 12,122,352
9438,PI535794,MAC Field Scanner Season 4 Range 50 Column 7,132,365
9475,PI535794,MAC Field Scanner Season 4 Range 50 Column 8,132,400
9506,PI535795,MAC Field Scanner Season 4 Range 24 Column 15,133,353
9528,PI535795,MAC Field Scanner Season 4 Range 51 Column 3,124,344
9565,PI535795,MAC Field Scanner Season 4 Range 51 Column 4,132,301
9588,PI535796,MAC Field Scanner Season 4 Range 46 Column 10,124,348
9611,PI535796,MAC Field Scanner Season 4 Range 46 Column 9,124,374
9642,PI540518,MAC Field Scanner Season 4 Range 18 Column 7,133,348
9661,PI540518,MAC Field Scanner Season 4 Range 18 Column 8,122,371
9703,PI542718,MAC Field Scanner Season 4 Range 20 Column 3,133,277
9726,PI542718,MAC Field Scanner Season 4 Range 46 Column 11,124,342
9749,PI542718,MAC Field Scanner Season 4 Range 46 Column 12,124,286
9771,PI562730,MAC Field Scanner Season 4 Range 43 Column 15,122,296
9802,PI562781,MAC Field Scanner Season 4 Range 25 Column 3,133,317
9833,PI562781,MAC Field Scanner Season 4 Range 25 Column 4,133,338
9869,PI562897,MAC Field Scanner Season 4 Range 35 Column 15,132,342
9899,PI562970,MAC Field Scanner Season 4 Range 16 Column 7,133,323
9929,PI562970,MAC Field Scanner Season 4 Range 16 Column 8,133,342
9951,PI562970,MAC Field Scanner Season 4 Range 37 Column 15,122,327
9987,PI562971,MAC Field Scanner Season 4 Range 33 Column 7,133,367
10023,PI562971,MAC Field Scanner Season 4 Range 33 Column 8,133,352
10045,PI562981,MAC Field Scanner Season 4 Range 38 Column 15,122,322
10068,PI562982,MAC Field Scanner Season 4 Range 28 Column 15,133,322
10097,PI562985,MAC Field Scanner Season 4 Range 14 Column 7,133,333
10116,PI562985,MAC Field Scanner Season 4 Range 14 Column 8,122,336
10152,PI562985,MAC Field Scanner Season 4 Range 37 Column 3,132,361
10188,PI562985,MAC Field Scanner Season 4 Range 37 Column 4,132,357
10211,PI562990,MAC Field Scanner Season 4 Range 28 Column 5,133,330
10245,PI562990,MAC Field Scanner Season 4 Range 28 Column 6,133,308
10264,PI562990,MAC Field Scanner Season 4 Range 8 Column 11,122,397
10292,PI562990,MAC Field Scanner Season 4 Range 8 Column 12,132,405
10313,PI562991,MAC Field Scanner Season 4 Range 52 Column 5,124,331
10349,PI562991,MAC Field Scanner Season 4 Range 52 Column 6,132,375
10368,PI562994,MAC Field Scanner Season 4 Range 13 Column 11,122,331
10397,PI562994,MAC Field Scanner Season 4 Range 13 Column 12,133,337
10426,PI562997,MAC Field Scanner Season 4 Range 14 Column 10,133,317
10445,PI562997,MAC Field Scanner Season 4 Range 14 Column 9,122,333
10476,PI562998,MAC Field Scanner Season 4 Range 22 Column 10,133,368
10496,PI562998,MAC Field Scanner Season 4 Range 22 Column 9,122,388
