d3mIndex,cultivar,sitename,day,canopy_height
4309,PI329478,MAC Field Scanner Season 4 Range 24 Column 12,133,354
4324,PI329480,MAC Field Scanner Season 4 Range 13 Column 15,122,375
4342,PI329506,MAC Field Scanner Season 4 Range 31 Column 13,133,310
4372,PI329506,MAC Field Scanner Season 4 Range 31 Column 14,133,321
4404,PI329511,MAC Field Scanner Season 4 Range 43 Column 13,132,337
4422,PI329511,MAC Field Scanner Season 4 Range 43 Column 14,122,309
4440,PI329517,MAC Field Scanner Season 4 Range 39 Column 3,122,313
4458,PI329517,MAC Field Scanner Season 4 Range 39 Column 4,122,314
4474,PI329518,MAC Field Scanner Season 4 Range 22 Column 3,122,291
4501,PI329518,MAC Field Scanner Season 4 Range 22 Column 4,133,337
4528,PI329519,MAC Field Scanner Season 4 Range 23 Column 15,133,359
4554,PI329541,MAC Field Scanner Season 4 Range 17 Column 3,133,341
4569,PI329541,MAC Field Scanner Season 4 Range 17 Column 4,122,355
4596,PI329545,MAC Field Scanner Season 4 Range 19 Column 15,133,349
4628,PI329545,MAC Field Scanner Season 4 Range 36 Column 13,132,345
4646,PI329545,MAC Field Scanner Season 4 Range 36 Column 14,122,323
4672,PI329546,MAC Field Scanner Season 4 Range 16 Column 11,133,346
4698,PI329546,MAC Field Scanner Season 4 Range 16 Column 12,133,365
4723,PI329550,MAC Field Scanner Season 4 Range 14 Column 11,133,308
4748,PI329550,MAC Field Scanner Season 4 Range 14 Column 12,133,326
4784,PI329550,MAC Field Scanner Season 4 Range 48 Column 7,125,401
4803,PI329550,MAC Field Scanner Season 4 Range 48 Column 8,124,384
4822,PI329569,MAC Field Scanner Season 4 Range 26 Column 7,133,360
4852,PI329569,MAC Field Scanner Season 4 Range 26 Column 8,133,364
4884,PI329569,MAC Field Scanner Season 4 Range 40 Column 15,132,351
4900,PI329570,MAC Field Scanner Season 4 Range 21 Column 5,122,358
4916,PI329570,MAC Field Scanner Season 4 Range 21 Column 6,122,346
4948,PI329570,MAC Field Scanner Season 4 Range 35 Column 3,132,307
4966,PI329570,MAC Field Scanner Season 4 Range 35 Column 4,122,298
4984,PI329584,MAC Field Scanner Season 4 Range 41 Column 13,122,344
5002,PI329584,MAC Field Scanner Season 4 Range 41 Column 14,122,338
5017,PI329584,MAC Field Scanner Season 4 Range 8 Column 7,122,319
5041,PI329584,MAC Field Scanner Season 4 Range 8 Column 8,133,381
5059,PI329585,MAC Field Scanner Season 4 Range 40 Column 7,122,386
5077,PI329585,MAC Field Scanner Season 4 Range 40 Column 8,122,345
5109,PI329605,MAC Field Scanner Season 4 Range 41 Column 11,132,388
5127,PI329605,MAC Field Scanner Season 4 Range 41 Column 12,122,371
5157,PI329614,MAC Field Scanner Season 4 Range 31 Column 7,133,344
5175,PI329614,MAC Field Scanner Season 4 Range 31 Column 8,133,311
5200,PI329618,MAC Field Scanner Season 4 Range 14 Column 13,133,360
5225,PI329618,MAC Field Scanner Season 4 Range 14 Column 14,133,375
5267,PI329632,MAC Field Scanner Season 4 Range 30 Column 13,133,343
5299,PI329644,MAC Field Scanner Season 4 Range 35 Column 7,132,378
5331,PI329644,MAC Field Scanner Season 4 Range 35 Column 8,132,393
5355,PI329644,MAC Field Scanner Season 4 Range 7 Column 10,133,317
5369,PI329644,MAC Field Scanner Season 4 Range 7 Column 9,122,353
5394,PI329645,MAC Field Scanner Season 4 Range 15 Column 3,133,281
5419,PI329645,MAC Field Scanner Season 4 Range 15 Column 4,133,274
5442,PI329646,MAC Field Scanner Season 4 Range 6 Column 15,133,395
5469,PI329665,MAC Field Scanner Season 4 Range 22 Column 5,133,361
5496,PI329665,MAC Field Scanner Season 4 Range 22 Column 6,133,366
5527,PI329673,MAC Field Scanner Season 4 Range 32 Column 10,133,263
5558,PI329673,MAC Field Scanner Season 4 Range 32 Column 9,133,291
5584,PI329702,MAC Field Scanner Season 4 Range 17 Column 5,133,371
5599,PI329702,MAC Field Scanner Season 4 Range 17 Column 6,122,337
5623,PI329710,MAC Field Scanner Season 4 Range 7 Column 7,133,339
5637,PI329710,MAC Field Scanner Season 4 Range 7 Column 8,122,338
5662,PI329711,MAC Field Scanner Season 4 Range 13 Column 13,133,353
5677,PI329711,MAC Field Scanner Season 4 Range 13 Column 14,122,370
5709,PI329711,MAC Field Scanner Season 4 Range 43 Column 7,132,388
5727,PI329711,MAC Field Scanner Season 4 Range 43 Column 8,122,337
5743,PI329841,MAC Field Scanner Season 4 Range 23 Column 10,122,368
5770,PI329841,MAC Field Scanner Season 4 Range 23 Column 9,133,374
5788,PI329841,MAC Field Scanner Season 4 Range 40 Column 11,122,350
5806,PI329841,MAC Field Scanner Season 4 Range 40 Column 12,122,333
5822,PI329843,MAC Field Scanner Season 4 Range 23 Column 3,122,326
5838,PI329843,MAC Field Scanner Season 4 Range 23 Column 4,122,374
5863,PI329864,MAC Field Scanner Season 4 Range 15 Column 15,133,348
5881,PI329865,MAC Field Scanner Season 4 Range 41 Column 7,122,365
5913,PI329865,MAC Field Scanner Season 4 Range 41 Column 8,132,357
5936,PI330169,MAC Field Scanner Season 4 Range 4 Column 7,132,388
5949,PI330169,MAC Field Scanner Season 4 Range 4 Column 8,122,376
5972,PI330181,MAC Field Scanner Season 4 Range 3 Column 11,132,379
5985,PI330181,MAC Field Scanner Season 4 Range 3 Column 12,122,344
6019,PI330181,MAC Field Scanner Season 4 Range 49 Column 15,132,349
6044,PI330182,MAC Field Scanner Season 4 Range 14 Column 3,133,344
6069,PI330182,MAC Field Scanner Season 4 Range 14 Column 4,133,302
6087,PI330182,MAC Field Scanner Season 4 Range 37 Column 13,122,330
6119,PI330182,MAC Field Scanner Season 4 Range 37 Column 14,132,345
6146,PI330184,MAC Field Scanner Season 4 Range 22 Column 11,133,362
6162,PI330184,MAC Field Scanner Season 4 Range 22 Column 12,122,357
6194,PI330184,MAC Field Scanner Season 4 Range 52 Column 10,132,361
6211,PI330184,MAC Field Scanner Season 4 Range 52 Column 9,124,359
6238,PI330185,MAC Field Scanner Season 4 Range 19 Column 11,133,384
6253,PI330185,MAC Field Scanner Season 4 Range 19 Column 12,122,373
6268,PI330195,MAC Field Scanner Season 4 Range 8 Column 13,122,364
6283,PI330195,MAC Field Scanner Season 4 Range 8 Column 14,122,332
6310,PI330196,MAC Field Scanner Season 4 Range 22 Column 13,133,358
6326,PI330196,MAC Field Scanner Season 4 Range 22 Column 14,122,332
6344,PI330199,MAC Field Scanner Season 4 Range 32 Column 5,133,303
6375,PI330199,MAC Field Scanner Season 4 Range 32 Column 6,133,381
6410,PI330796,MAC Field Scanner Season 4 Range 45 Column 13,132,356
6429,PI330796,MAC Field Scanner Season 4 Range 45 Column 14,124,332
6459,PI330803,MAC Field Scanner Season 4 Range 26 Column 13,133,367
6489,PI330803,MAC Field Scanner Season 4 Range 26 Column 14,133,368
6512,PI330807,MAC Field Scanner Season 4 Range 3 Column 10,132,389
6525,PI330807,MAC Field Scanner Season 4 Range 3 Column 9,122,372
6544,PI330807,MAC Field Scanner Season 4 Range 44 Column 3,124,322
6579,PI330807,MAC Field Scanner Season 4 Range 44 Column 4,132,387
6604,PI330833,MAC Field Scanner Season 4 Range 13 Column 5,133,319
6619,PI330833,MAC Field Scanner Season 4 Range 13 Column 6,122,300
6646,PI330858,MAC Field Scanner Season 4 Range 25 Column 13,133,363
6662,PI330858,MAC Field Scanner Season 4 Range 25 Column 14,122,350
6680,PI330858,MAC Field Scanner Season 4 Range 40 Column 5,122,366
6711,PI330858,MAC Field Scanner Season 4 Range 40 Column 6,132,410
6738,PI337689,MAC Field Scanner Season 4 Range 25 Column 7,133,357
6754,PI337689,MAC Field Scanner Season 4 Range 25 Column 8,122,359
6773,PI337689,MAC Field Scanner Season 4 Range 47 Column 10,124,374
6792,PI337689,MAC Field Scanner Season 4 Range 47 Column 9,124,347
6824,PI35038,MAC Field Scanner Season 4 Range 38 Column 5,132,323
6842,PI35038,MAC Field Scanner Season 4 Range 38 Column 6,122,347
6861,PI452619,MAC Field Scanner Season 4 Range 26 Column 3,122,356
6880,PI452619,MAC Field Scanner Season 4 Range 26 Column 4,122,363
6899,PI452692,MAC Field Scanner Season 4 Range 45 Column 10,124,354
6934,PI452692,MAC Field Scanner Season 4 Range 45 Column 9,132,384
6966,PI453696,MAC Field Scanner Season 4 Range 43 Column 3,132,349
6998,PI453696,MAC Field Scanner Season 4 Range 43 Column 4,132,370
7017,PI455221,MAC Field Scanner Season 4 Range 47 Column 5,124,355
7052,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,132,369
7083,PI455301,MAC Field Scanner Season 4 Range 32 Column 15,133,365
7108,PI455307,MAC Field Scanner Season 4 Range 14 Column 15,133,380
7126,PI455307,MAC Field Scanner Season 4 Range 43 Column 5,122,355
7144,PI455307,MAC Field Scanner Season 4 Range 43 Column 6,122,347
7169,PI505717,MAC Field Scanner Season 4 Range 14 Column 5,133,320
7184,PI505717,MAC Field Scanner Season 4 Range 14 Column 6,122,312
7200,PI505722,MAC Field Scanner Season 4 Range 21 Column 15,122,323
7217,PI505735,MAC Field Scanner Season 4 Range 52 Column 15,122,321
7232,PI506069,MAC Field Scanner Season 4 Range 16 Column 10,122,343
7247,PI506069,MAC Field Scanner Season 4 Range 16 Column 9,122,363
7262,PI506122,MAC Field Scanner Season 4 Range 8 Column 5,122,308
7277,PI506122,MAC Field Scanner Season 4 Range 8 Column 6,122,302
7311,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,132,318
7329,PI513898,MAC Field Scanner Season 4 Range 49 Column 6,124,353
7361,PI514456,MAC Field Scanner Season 4 Range 41 Column 10,132,389
7392,PI514456,MAC Field Scanner Season 4 Range 41 Column 9,132,381
7419,PI521019,MAC Field Scanner Season 4 Range 25 Column 10,133,347
7446,PI521019,MAC Field Scanner Season 4 Range 25 Column 9,133,369
7470,PI521152,MAC Field Scanner Season 4 Range 9 Column 7,133,337
7485,PI521152,MAC Field Scanner Season 4 Range 9 Column 8,122,360
7512,PI524475,MAC Field Scanner Season 4 Range 19 Column 3,133,314
7527,PI524475,MAC Field Scanner Season 4 Range 19 Column 4,122,301
7559,PI525049,MAC Field Scanner Season 4 Range 39 Column 11,132,391
7577,PI525049,MAC Field Scanner Season 4 Range 39 Column 12,122,349
7600,PI525049,MAC Field Scanner Season 4 Range 5 Column 7,132,392
7613,PI525049,MAC Field Scanner Season 4 Range 5 Column 8,122,382
7652,PI526905,MAC Field Scanner Season 4 Range 20 Column 7,133,368
7671,PI526905,MAC Field Scanner Season 4 Range 46 Column 5,124,288
7706,PI526905,MAC Field Scanner Season 4 Range 46 Column 6,132,318
7739,PI527045,MAC Field Scanner Season 4 Range 50 Column 10,132,367
7757,PI527045,MAC Field Scanner Season 4 Range 50 Column 9,124,389
7792,PI533792,MAC Field Scanner Season 4 Range 46 Column 3,132,310
7827,PI533792,MAC Field Scanner Season 4 Range 46 Column 4,132,363
7852,PI533998,MAC Field Scanner Season 4 Range 12 Column 3,133,368
7868,PI533998,MAC Field Scanner Season 4 Range 12 Column 4,122,308
7907,PI534120,MAC Field Scanner Season 4 Range 20 Column 11,133,317
7926,PI534120,MAC Field Scanner Season 4 Range 46 Column 13,124,293
7945,PI534120,MAC Field Scanner Season 4 Range 46 Column 14,124,265
7968,PI534165,MAC Field Scanner Season 4 Range 11 Column 15,133,321
7986,PI535783,MAC Field Scanner Season 4 Range 38 Column 11,122,335
8004,PI535783,MAC Field Scanner Season 4 Range 38 Column 12,122,352
8038,PI535794,MAC Field Scanner Season 4 Range 50 Column 7,132,365
8071,PI535794,MAC Field Scanner Season 4 Range 50 Column 8,132,400
8098,PI535795,MAC Field Scanner Season 4 Range 24 Column 15,133,353
8116,PI535795,MAC Field Scanner Season 4 Range 51 Column 3,124,344
8149,PI535795,MAC Field Scanner Season 4 Range 51 Column 4,132,301
8168,PI535796,MAC Field Scanner Season 4 Range 46 Column 10,124,348
8187,PI535796,MAC Field Scanner Season 4 Range 46 Column 9,124,374
8214,PI540518,MAC Field Scanner Season 4 Range 18 Column 7,133,348
8229,PI540518,MAC Field Scanner Season 4 Range 18 Column 8,122,371
8267,PI542718,MAC Field Scanner Season 4 Range 20 Column 3,133,277
8286,PI542718,MAC Field Scanner Season 4 Range 46 Column 11,124,342
8305,PI542718,MAC Field Scanner Season 4 Range 46 Column 12,124,286
8323,PI562730,MAC Field Scanner Season 4 Range 43 Column 15,122,296
8350,PI562781,MAC Field Scanner Season 4 Range 25 Column 3,133,317
8377,PI562781,MAC Field Scanner Season 4 Range 25 Column 4,133,338
8409,PI562897,MAC Field Scanner Season 4 Range 35 Column 15,132,342
8435,PI562970,MAC Field Scanner Season 4 Range 16 Column 7,133,323
8461,PI562970,MAC Field Scanner Season 4 Range 16 Column 8,133,342
8479,PI562970,MAC Field Scanner Season 4 Range 37 Column 15,122,327
8511,PI562971,MAC Field Scanner Season 4 Range 33 Column 7,133,367
8543,PI562971,MAC Field Scanner Season 4 Range 33 Column 8,133,352
8561,PI562981,MAC Field Scanner Season 4 Range 38 Column 15,122,322
8580,PI562982,MAC Field Scanner Season 4 Range 28 Column 15,133,322
8605,PI562985,MAC Field Scanner Season 4 Range 14 Column 7,133,333
8620,PI562985,MAC Field Scanner Season 4 Range 14 Column 8,122,336
8652,PI562985,MAC Field Scanner Season 4 Range 37 Column 3,132,361
8684,PI562985,MAC Field Scanner Season 4 Range 37 Column 4,132,357
8703,PI562990,MAC Field Scanner Season 4 Range 28 Column 5,133,330
8733,PI562990,MAC Field Scanner Season 4 Range 28 Column 6,133,308
8748,PI562990,MAC Field Scanner Season 4 Range 8 Column 11,122,397
8772,PI562990,MAC Field Scanner Season 4 Range 8 Column 12,132,405
8789,PI562991,MAC Field Scanner Season 4 Range 52 Column 5,124,331
8821,PI562991,MAC Field Scanner Season 4 Range 52 Column 6,132,375
8836,PI562994,MAC Field Scanner Season 4 Range 13 Column 11,122,331
8861,PI562994,MAC Field Scanner Season 4 Range 13 Column 12,133,337
8886,PI562997,MAC Field Scanner Season 4 Range 14 Column 10,133,317
8901,PI562997,MAC Field Scanner Season 4 Range 14 Column 9,122,333
8928,PI562998,MAC Field Scanner Season 4 Range 22 Column 10,133,368
8944,PI562998,MAC Field Scanner Season 4 Range 22 Column 9,122,388
