d3mIndex,sftpcons,sftptv2a3,sftptv2a4,sftptv2a5,sftptv2a2,sftptv2a6,logim,maccat,disp4cat,stratidc
95,0,0,0,0,1,0,-0.6778983000000001,0,0,197641
96,0,0,0,0,1,0,-1.231531,0,0,198241
97,0,0,0,0,0,0,-0.6403597,0,0,196641
98,0,0,0,0,0,0,-1.274782,0,0,197842
99,1,0,1,0,0,0,-1.149861,0,1,196331
100,1,0,1,0,0,0,-1.704748,0,1,197431
101,1,0,0,0,0,0,-1.472299,0,1,196831
102,0,0,0,0,0,0,-1.413065,0,1,198931
103,0,0,0,0,1,0,-1.83058,0,0,199131
104,1,0,0,0,0,1,-0.02139577,0,1,196341
105,0,1,0,0,0,0,-0.06354596,0,1,197141
106,0,1,0,0,0,0,-0.06047339,0,1,197842
107,0,0,0,0,0,0,0.4009152,0,0,195621
108,0,0,0,0,0,0,0.3926889,0,0,196021
109,0,0,0,0,0,0,-0.1982755,0,0,197221
110,1,0,1,0,0,0,-0.3326801,0,1,197041
111,0,0,0,0,0,0,0.4460386,0,1,195951
112,0,0,0,0,0,0,0.2177667,0,1,197151
113,0,0,0,0,0,0,0.3426717,0,0,197551
114,1,0,0,0,0,0,0.4177856,0,0,199251
115,0,0,0,0,0,0,0.8403253,0,1,199012
116,0,0,0,0,0,0,0.9769458,0,1,199811
117,0,0,1,0,0,0,-1.068398,0,1,199631
118,1,0,0,0,0,0,0.4476655,0,1,196111
119,1,0,1,0,0,0,1.0717290000000002,0,0,199911
120,0,0,0,0,1,0,-1.736579,0,0,196331
121,1,0,0,1,0,0,-0.9519272,0,0,198721
122,1,0,0,0,1,0,-0.9989649,0,0,195831
123,0,0,0,0,1,0,-1.525041,0,0,196331
124,0,0,0,0,1,0,-1.61717,0,1,196731
125,0,0,0,0,1,0,-1.636616,0,0,197131
126,0,0,0,0,1,0,-1.6600119999999998,0,0,197431
127,0,0,0,0,1,0,-1.847079,0,1,199531
128,0,0,0,0,0,0,0.4253065,0,0,196311
129,0,0,0,0,0,0,0.4694194,0,0,196611
130,0,0,0,0,0,0,0.485213,0,0,197311
131,0,0,0,0,0,0,0.4193957,0,0,199112
132,0,0,0,0,0,0,0.4451576,0,0,199611
133,0,0,0,0,1,0,0.2130205,0,0,197211
134,1,0,0,0,1,0,0.789774,0,0,199411
135,0,0,0,0,0,0,0.7891619000000001,0,0,199811
136,0,0,0,0,0,0,-1.254034,0,0,196331
137,0,0,0,0,0,0,-0.08558992,0,0,196211
138,0,0,0,0,0,0,-0.2354528,0,0,196711
139,1,1,0,0,0,0,-0.1833498,0,0,197212
140,1,0,1,0,0,0,0.09138186,0,0,198111
141,0,0,0,0,0,0,0.3054695,0,0,198511
142,0,0,0,0,0,0,0.3500353,0,0,198812
143,0,0,0,0,0,0,0.8138274999999999,0,0,198311
144,1,0,1,0,0,0,1.141603,0,0,199811
145,0,1,0,0,0,0,-0.7741631,0,1,195631
146,1,1,0,0,0,0,-1.168512,0,1,196731
147,0,0,0,0,1,0,-1.669311,0,1,199131
148,0,0,0,0,0,0,0.30583530000000003,0,1,196141
149,1,0,0,0,0,0,0.07210329,0,1,196642
150,0,0,0,0,0,0,0.8104511,0,0,196111
151,0,0,0,0,0,0,0.5333675999999999,0,0,196411
152,0,0,0,0,0,0,0.5556437,0,0,197212
153,0,0,0,0,0,0,0.8255290000000001,0,0,198812
154,0,0,0,0,0,0,0.8654323,0,0,199211
155,0,0,0,0,0,0,0.9606891,0,0,199611
156,0,1,0,0,0,0,1.105788,0,0,200211
157,0,1,0,0,0,0,-0.3285041,0,1,196841
158,1,1,0,0,0,0,-0.2557317,0,1,197841
159,0,0,1,0,0,0,0.07902199,0,1,199941
160,0,0,0,0,0,0,0.3257436,0,0,196841
161,0,0,0,0,0,0,0.4618862,0,0,197741
162,1,0,0,0,0,0,0.7767291999999999,0,0,199141
163,1,0,1,0,0,0,0.8270101000000001,0,0,199941
164,0,1,0,0,0,0,-0.03781447,0,1,196842
165,0,1,0,0,0,0,-0.1131297,0,0,197741
166,1,0,0,0,0,0,-0.3575091,0,1,195631
167,0,0,0,0,1,0,-1.098612,0,0,199431
168,1,0,0,1,0,0,0.4554281,0,1,195622
169,0,0,0,1,0,0,0.5078037999999999,0,1,196121
170,1,0,0,1,0,0,0.2521699,0,1,196721
171,0,0,0,1,0,0,0.4131597,0,1,197421
172,1,0,1,0,0,0,0.5052803,0,1,198321
173,0,0,0,0,1,0,-1.586855,0,0,197131
174,0,0,0,0,1,0,-1.87934,0,0,199531
175,0,0,0,0,0,0,0.5600516999999999,0,1,195851
176,0,0,0,0,0,0,0.403725,0,1,196251
177,0,0,0,0,0,0,0.2377466,0,1,197051
178,1,0,0,0,0,0,0.2659933,0,1,197751
179,1,1,0,0,0,0,0.47478,0,0,195951
180,1,0,0,0,0,0,0.1939271,0,1,198051
181,0,0,0,0,1,0,-1.021867,0,1,195751
182,0,0,0,0,1,0,-1.22425,0,1,196251
183,0,0,0,0,1,0,-1.371453,0,1,196551
184,0,0,0,1,0,0,-1.434092,0,1,197151
185,0,0,0,1,0,0,-1.279725,0,1,197551
186,0,0,0,1,0,0,-1.418883,0,1,197851
187,0,0,0,1,0,0,-1.473551,0,1,198151
188,1,0,0,1,0,0,-1.727445,0,1,198751
189,0,0,0,0,1,0,-1.095245,0,0,196831
190,0,0,0,0,1,0,-1.687909,0,0,198931
191,0,0,0,0,1,0,-1.631417,0,0,199431
192,0,0,0,0,0,0,0.2847141,0,1,196312
193,0,0,0,0,0,0,0.3850456,0,1,197212
194,0,0,0,0,0,0,0.537423,0,1,198111
195,0,0,0,0,0,0,0.6736661,0,1,198411
196,0,0,0,0,0,0,0.8566985999999999,0,1,199211
197,0,0,0,0,0,0,1.009079,0,1,199711
198,1,0,1,0,0,0,1.147794,0,1,200211
199,0,0,0,0,1,0,-0.8226812,0,0,196642
200,0,0,0,0,1,0,-0.8864523999999999,0,0,197141
201,0,0,0,0,1,0,-0.8014486,0,0,197641
202,0,0,0,0,1,0,-0.8293389999999999,0,0,198241
203,1,1,0,0,0,0,0.2034966,0,0,195751
204,1,0,0,0,0,0,-0.13596979999999995,0,0,197051
205,0,0,0,0,0,0,-0.10896010000000003,0,0,197751
206,0,0,0,0,0,0,-0.1630531,0,0,198051
207,0,0,0,0,0,0,-0.27498720000000004,0,0,198651
208,0,1,0,0,0,0,-0.3690617,0,0,199151
209,0,0,0,0,1,0,-0.9489185,0,1,195621
210,0,0,0,0,1,0,-0.9797417,0,1,196021
211,0,0,0,0,1,0,-1.903472,0,1,197021
212,0,0,0,0,1,0,-2.21583,0,1,198321
213,0,0,0,0,1,0,-2.347706,0,1,198821
214,0,0,0,0,1,0,-2.246267,0,1,199721
215,0,0,0,0,0,0,0.07253178,0,1,198011
216,0,0,0,0,0,0,0.06970946,0,1,198311
217,1,0,0,0,0,0,0.2612846,1,1,199111
218,0,1,0,0,0,0,0.7634637,0,1,200311
219,0,0,0,0,0,0,-0.4409772,0,0,196551
220,0,0,0,0,0,0,-0.8279561,0,0,197151
221,0,0,0,0,0,0,-0.8793674000000001,0,0,198051
222,0,0,0,0,0,0,-1.129608,0,0,198751
223,0,0,0,0,0,0,-1.263692,0,0,199451
224,0,0,0,0,0,0,0.3388848,0,0,199451
225,1,0,0,0,1,0,0.5355448,1,0,196021
226,0,0,0,0,0,0,0.8083336,0,0,198721
227,0,0,0,0,0,0,0.9697479,0,0,199721
228,0,0,0,0,0,0,0.5620758000000001,0,0,196111
229,0,0,0,0,0,0,0.641461,0,0,197711
230,1,0,0,0,0,0,0.8771368,0,0,198511
231,1,0,1,0,0,0,-0.316929,0,1,195851
232,0,0,1,0,0,0,-0.6762425999999999,0,1,197052
233,1,0,1,0,0,0,-0.5461041,0,1,197551
234,1,0,0,1,0,0,0.2128619,0,0,197011
235,1,0,1,0,0,0,0.8681206,0,0,199812
236,0,0,0,0,0,0,0.616807,0,0,195951
237,0,0,0,0,0,0,0.3063113,0,0,196551
238,0,0,0,0,0,0,0.01160555,0,0,198052
239,0,0,0,0,0,0,-0.05562711,0,0,199151
240,0,0,0,0,1,0,-0.9382696,0,0,199431
241,0,0,0,0,0,0,0.1772282,0,1,196312
242,0,0,0,0,0,0,0.29475640000000003,0,1,196911
243,0,0,0,0,0,0,0.5631868,0,1,198511
244,0,0,0,0,0,0,0.7953739000000001,0,1,199511
245,0,0,0,0,0,0,0.776167,0,1,199811
246,0,1,0,0,0,0,0.3096413,0,0,196511
247,0,1,0,0,0,0,0.3808232,0,0,196911
248,0,1,0,0,0,0,0.35811279999999995,0,0,197212
249,0,0,0,0,0,0,0.4639205,0,0,198111
250,0,0,0,0,0,0,0.7316524,0,0,199211
251,0,0,0,1,0,0,0.8537624,0,0,199611
252,0,0,0,0,1,0,-0.13742520000000005,0,0,196022
253,1,0,0,0,1,0,-0.4368867,0,0,196921
254,0,0,1,0,0,0,-0.4570813,0,0,199621
255,0,0,0,1,0,0,-0.3828299000000001,0,0,197011
256,0,0,0,0,1,0,-0.757285,0,0,199112
257,0,0,0,0,1,0,-0.784119,0,0,199411
258,0,0,0,0,1,0,-0.6541305000000001,0,0,199911
259,0,0,0,0,0,0,0.6303651,0,0,196911
260,0,0,0,0,0,0,0.6687692,0,0,197311
261,0,0,0,0,0,0,0.950711,0,0,199012
262,0,0,0,1,0,0,1.04249,0,0,199711
263,0,0,0,0,0,0,-0.02178735,0,0,196141
264,0,0,0,0,0,0,-0.2820902,0,0,196642
265,0,0,0,0,0,0,-0.28437080000000003,0,0,197741
266,0,1,0,0,0,0,-0.2802074,0,0,198441
267,0,1,0,0,0,0,-0.28835029999999995,0,0,199141
268,0,0,0,0,0,0,0.4427576,0,0,196411
269,0,0,0,0,0,0,0.5213882000000001,0,0,197011
270,1,0,0,0,0,0,1.033641,0,0,199011
271,0,0,0,1,0,0,1.203973,0,0,199812
272,0,0,0,0,0,0,0.215997,0,0,195821
273,0,0,0,0,0,0,0.259542,0,0,196121
274,0,0,0,0,0,0,0.11534460000000002,0,0,197021
275,0,0,0,0,0,0,0.4646128,0,0,198321
276,0,0,0,0,0,0,0.5183445,0,0,198921
277,0,0,0,1,0,0,0.6020001,0,0,199621
278,0,1,0,0,0,0,0.5847300999999999,0,0,195851
279,1,0,1,0,0,0,0.336537,0,0,196551
280,0,0,0,0,0,0,0.2973768,0,0,197052
281,1,0,0,0,0,0,0.3605369,0,0,197552
282,1,0,1,0,0,0,0.3285903,0,1,196121
283,0,0,0,0,0,0,1.29186,0,0,199511
284,0,0,0,1,0,0,1.297873,0,0,199812
285,0,0,0,1,0,0,0.3581463,0,0,199612
286,0,0,0,1,0,0,0.4762835999999999,0,1,199911
287,0,0,0,1,0,0,0.7848385999999999,0,0,200311
288,1,0,0,0,0,1,0.6838549,0,0,196022
289,0,0,0,0,0,0,0.4274242999999999,0,0,196721
290,0,0,0,0,0,0,0.4661481,0,0,197121
291,0,1,0,0,0,0,0.5381001,0,0,198321
292,1,0,0,1,0,0,0.7584523,0,0,199621
293,0,0,0,0,1,0,-1.434112,0,1,195622
294,0,0,0,0,1,0,-1.367965,0,1,196022
295,0,0,0,0,1,0,-1.72314,0,1,196621
296,0,0,0,0,1,0,-1.7006990000000002,0,1,196921
297,0,0,0,0,1,0,-1.716336,0,0,198322
298,0,0,0,0,1,0,-1.861964,0,0,200021
299,0,0,0,0,0,0,0.2006269,0,0,196842
300,1,0,0,0,0,0,0.09734298,0,0,197842
301,1,0,1,0,0,0,0.1724864,0,0,196411
302,1,0,0,0,0,1,0.33145690000000005,0,0,198012
303,0,0,0,0,0,0,0.5525066999999999,0,1,199212
304,0,0,0,0,0,0,0.661992,0,1,199612
305,0,0,0,0,0,0,0.7037014,0,1,199911
306,0,0,0,0,0,0,0.2602125,0,0,196312
307,0,0,0,0,0,0,0.3665626,0,0,197011
308,0,0,0,0,0,0,0.4668514,0,0,197311
309,0,0,0,0,0,0,0.9217234,0,1,199012
310,1,0,1,0,0,0,1.194108,0,1,199611
311,0,0,0,0,1,0,-1.534023,0,0,195831
312,0,0,0,0,1,0,-1.960963,0,0,196831
313,0,0,0,0,1,0,-2.078191,0,0,199531
314,0,0,0,0,1,0,-1.582341,0,0,195831
315,0,0,0,0,1,0,-2.036429,0,0,196731
316,0,0,0,0,1,0,-1.973012,0,0,197431
317,0,0,0,0,1,0,-1.993098,0,0,199132
318,0,0,0,0,0,0,0.7052808,0,0,195851
319,0,0,0,0,0,0,0.5308235,0,0,196251
320,1,0,0,0,0,0,0.3597875,0,0,197052
321,0,0,0,0,0,0,-0.0421694,0,0,198751
322,1,0,0,0,0,0,0.6815595999999999,1,1,198322
323,1,0,1,0,0,0,-0.4846648,0,1,196841
324,0,0,0,0,0,0,-0.351487,0,1,196341
325,0,0,0,0,0,0,-0.3460507,0,1,196642
326,0,0,0,0,0,0,-0.4341232,0,1,197041
327,0,0,0,0,0,0,-0.3383178,0,1,197641
328,0,0,0,0,0,0,-0.2057703,0,1,198241
329,0,0,1,0,0,0,-0.06200333,0,1,199141
330,1,0,1,0,0,0,0.10555330000000003,0,0,196842
331,0,0,0,0,0,0,0.07736553,0,0,197141
332,1,0,1,0,0,0,0.2037872,0,0,198241
333,0,0,1,0,0,0,-0.1512725,0,0,195822
334,0,0,1,0,0,0,-0.140948,0,0,196122
335,1,0,1,0,0,0,-0.3340411,0,0,196922
336,1,0,1,0,0,0,0.4285933,0,1,195821
337,0,0,0,0,0,0,0.4701383,0,1,196122
338,0,0,1,0,0,0,0.2969845,0,1,196621
339,1,0,0,0,0,1,0.3194463,0,1,197121
340,1,0,0,0,1,0,0.4142316,0,1,198921
341,0,0,0,0,0,0,-0.7200108000000001,0,0,196831
342,0,0,0,0,0,0,-0.8054833,0,0,197131
343,0,0,0,1,0,0,-0.9603327,0,0,199132
344,0,0,0,0,1,0,-1.31705,0,0,198931
345,0,0,0,0,1,0,-1.524306,0,0,199532
346,0,0,0,0,0,0,-0.2652167,0,0,195822
347,0,0,0,0,0,0,-0.4623253,0,0,196921
348,0,0,0,0,0,0,-0.5070643,0,0,197221
349,0,0,0,0,0,0,-0.34078259999999994,0,0,198322
350,0,0,0,0,0,0,-0.1220242,0,0,197552
351,0,0,0,0,0,0,-0.4326919,0,0,199251
352,0,1,0,0,0,0,-0.2321823,0,0,195622
353,1,1,0,0,0,0,-0.3483965,0,0,196122
354,0,0,1,0,0,0,-0.7896361,0,0,196721
355,1,0,1,0,0,0,-0.7845595000000001,0,0,197221
356,0,0,0,0,0,0,-0.7881501999999999,0,0,198322
357,0,0,0,0,0,0,-0.9707071,0,0,198721
358,0,0,0,1,0,0,-1.499849,0,0,200021
359,1,0,0,0,0,0,0.05327247,0,1,198931
360,1,0,1,0,0,0,-0.6692796999999999,0,0,199431
361,1,1,0,0,0,0,0.339954,0,0,195822
362,0,1,0,0,0,0,0.5036054,0,1,197213
363,0,0,0,0,0,0,0.6260979,0,1,198012
364,0,0,0,0,0,0,0.7689762,0,1,198411
365,1,0,0,0,0,0,0.883864,0,1,199012
366,0,1,0,0,0,0,-0.1384697,0,1,196111
367,0,1,0,0,0,0,-0.390177,0,1,196711
368,0,1,0,0,0,0,-0.3335987,0,1,197213
369,1,1,0,0,0,0,-0.06303911,0,1,198411
370,0,1,0,0,0,0,0.1092497,0,1,197041
371,1,1,0,0,0,0,0.2231435,0,1,197741
372,0,0,0,0,0,0,0.6848443000000001,0,1,195751
373,0,0,0,0,0,0,0.07402155,0,1,197851
374,0,0,0,0,0,0,0.0,0,1,198151
375,0,0,0,0,0,0,-0.1281599,0,1,198751
376,1,1,0,0,0,0,0.11244769999999997,0,0,196211
377,0,0,0,0,0,0,0.004069642,0,0,196711
378,0,1,0,0,0,0,0.27259179999999994,0,0,198311
379,1,1,0,0,0,0,0.4054651,0,1,199211
380,1,0,1,0,0,0,0.6524574000000001,0,0,196711
381,1,0,0,0,0,0,1.23631,0,1,199112
382,0,1,0,0,0,0,-1.372195,0,0,196922
383,0,1,0,0,0,0,-1.567623,0,0,197121
384,0,1,0,0,0,0,-1.488162,0,0,197421
385,0,1,0,0,0,0,-1.778029,0,0,198323
386,0,1,0,0,0,0,-1.7991400000000002,0,0,198821
387,0,0,1,0,0,0,-1.326775,0,1,199532
388,0,0,0,1,0,0,-0.3168805,0,0,198323
389,0,0,0,1,0,0,-0.2955561,0,0,198821
390,1,0,1,0,0,0,-0.26570320000000003,0,0,200021
391,0,0,0,1,0,0,0.6809837,0,0,196411
392,1,0,0,1,0,0,0.7692815,0,0,196911
393,1,0,0,0,0,0,0.9294392,0,1,198812
394,0,0,0,0,1,0,-1.855897,0,0,199132
395,0,0,0,1,0,0,-0.4478373,0,1,196122
396,0,0,0,1,0,0,-0.6838448,0,1,196621
397,0,0,0,1,0,0,-0.6612083000000001,0,1,196922
398,1,0,1,0,0,0,-0.7008573,0,1,198323
399,1,0,0,0,0,0,0.3987864,1,0,198311
400,1,0,1,0,0,0,0.5332328000000001,0,0,197311
401,0,0,0,0,0,0,0.2410189,0,0,199112
402,0,0,0,0,0,0,0.3559501,0,0,199411
403,0,0,0,0,1,0,-2.461917,0,0,199831
404,0,0,0,0,1,0,-2.078215,0,1,199631
405,0,0,0,0,0,0,0.007279819,0,0,197052
406,1,0,0,0,0,0,-0.08139133,1,0,198151
407,0,0,0,0,0,0,-0.01038431,1,0,199251
408,0,0,0,0,0,0,-0.3314266,0,1,195622
409,0,0,0,0,0,0,-0.1926027,0,1,196022
410,0,0,0,0,0,0,-0.6623618,0,1,196521
411,0,0,0,0,0,0,-0.8462841999999998,0,1,196922
412,0,0,0,0,0,0,-1.028182,0,1,197221
413,0,0,0,0,0,0,-1.071338,0,1,198323
414,0,0,0,0,0,0,-0.9995553,0,1,198721
415,0,0,0,0,0,0,0.5375605999999999,0,0,196511
416,0,0,0,0,0,0,0.4935567,0,0,198012
417,0,0,0,0,0,0,0.6037935000000001,0,0,198812
418,0,0,0,0,0,0,0.7658522,0,0,199212
419,0,1,0,0,0,0,1.026292,0,0,199812
420,0,1,0,0,0,0,-0.04048295,0,0,195822
421,1,0,0,0,0,0,-0.2884375,0,0,196521
422,0,0,0,0,0,0,0.4416295,0,0,196211
423,0,0,0,0,0,0,0.3897662,0,0,196611
424,0,0,0,0,0,0,0.4460815,0,0,197213
425,0,0,0,0,0,0,0.4950299,0,0,197711
426,0,0,0,0,0,0,0.4506873,0,0,198012
427,0,1,0,0,0,0,0.6645204,0,0,199612
428,0,1,0,0,0,0,0.7985076999999999,0,0,200211
429,0,0,1,0,0,0,-0.7350644000000001,0,0,197341
430,0,0,1,0,0,0,-0.7691649,0,0,197842
431,0,0,1,0,0,0,-0.7596169,0,0,198441
432,0,0,0,0,1,0,-0.1733434,0,0,199941
433,0,0,0,0,0,0,0.3537687,0,0,197552
434,0,0,0,0,0,0,0.1299582,0,0,198052
435,0,0,0,0,0,0,-0.09758549,0,0,199251
436,0,0,1,0,0,0,0.5474150999999999,0,1,195951
437,1,0,0,1,0,0,0.2453383,0,1,197151
438,1,0,0,1,0,0,0.3117101,0,1,198052
439,0,0,0,0,0,0,-0.5254422,0,0,197552
440,0,0,0,0,0,0,-0.6413352,0,0,198052
441,0,0,0,0,0,0,-0.6290443,0,0,198651
442,0,0,0,0,0,0,-0.6752718000000001,0,0,199151
443,0,0,0,0,0,0,-0.5965204000000001,0,0,199451
444,1,0,0,1,0,0,0.1689932,1,1,196611
445,1,0,0,0,1,0,-1.688984,0,1,197131
446,0,0,0,0,1,0,-1.847551,0,0,199831
447,0,0,0,1,0,0,-0.5179431,0,0,199532
448,0,0,0,0,1,0,-0.8838014000000001,0,0,196341
449,1,0,0,0,1,0,-0.6589808000000001,0,0,197141
450,1,0,0,0,0,0,-0.1235612,1,0,199131
451,0,0,0,1,0,0,-0.1978522,0,1,196341
452,0,0,0,1,0,0,-0.2147452,0,1,196842
453,1,1,0,0,0,0,0.5572421999999999,0,0,196251
454,0,0,0,0,0,0,0.5291682,0,0,197851
455,0,0,0,0,0,0,0.7189439999999999,0,0,198651
456,1,0,0,0,0,1,0.7063446999999999,0,0,199451
457,1,0,0,0,0,0,-0.7114005999999999,0,1,199831
458,0,0,0,0,0,0,0.4492677,0,0,197751
459,0,0,0,0,0,0,0.4596742,0,0,198151
460,1,0,0,0,0,0,0.616221,0,0,198651
461,1,0,0,0,0,0,-0.7530206,0,1,199132
462,1,0,0,0,0,0,0.6242875,0,1,197711
463,0,0,0,0,0,0,0.8081439,0,1,198511
464,1,0,0,0,0,0,0.9204144,1,1,199212
465,1,0,1,0,0,0,0.9597498,0,0,199612
466,1,1,0,0,0,0,-0.2723835,0,1,197213
467,0,0,0,0,0,0,0.07558268,0,1,199212
