d3mIndex,RegionName,ZoneName,WoredaName,dateTime,Malnutrition_total Cases
104,Addis Ababa,Addis Ketema,Addis Ketema Woreda05,2019-05-31,1
105,Addis Ababa,Addis Ketema,Addis Ketema Woreda05,2019-06-30,0
106,Addis Ababa,Addis Ketema,Addis Ketema Woreda06,2017-12-31,2
107,Addis Ababa,Addis Ketema,Addis Ketema Woreda06,2018-01-31,1
108,Addis Ababa,Addis Ketema,Addis Ketema Woreda06,2018-02-28,1
109,Addis Ababa,Addis Ketema,Addis Ketema Woreda06,2018-03-31,0
110,Addis Ababa,Addis Ketema,Addis Ketema Woreda06,2018-04-30,1
111,Addis Ababa,Addis Ketema,Addis Ketema Woreda06,2018-05-31,3
112,Addis Ababa,Addis Ketema,Addis Ketema Woreda06,2018-06-30,4
113,Addis Ababa,Addis Ketema,Addis Ketema Woreda06,2018-07-31,0
114,Addis Ababa,Addis Ketema,Addis Ketema Woreda06,2018-08-31,0
115,Addis Ababa,Addis Ketema,Addis Ketema Woreda06,2018-09-30,0
116,Addis Ababa,Addis Ketema,Addis Ketema Woreda06,2018-10-31,0
117,Addis Ababa,Addis Ketema,Addis Ketema Woreda06,2018-11-30,0
118,Addis Ababa,Addis Ketema,Addis Ketema Woreda06,2018-12-31,1
119,Addis Ababa,Addis Ketema,Addis Ketema Woreda06,2019-01-31,0
120,Addis Ababa,Addis Ketema,Addis Ketema Woreda06,2019-02-28,0
121,Addis Ababa,Addis Ketema,Addis Ketema Woreda06,2019-03-31,0
122,Addis Ababa,Addis Ketema,Addis Ketema Woreda06,2019-04-30,0
123,Addis Ababa,Addis Ketema,Addis Ketema Woreda06,2019-05-31,2
124,Addis Ababa,Addis Ketema,Addis Ketema Woreda06,2019-06-30,3
125,Addis Ababa,Addis Ketema,Addis Ketema Woreda07,2017-12-31,0
126,Addis Ababa,Addis Ketema,Addis Ketema Woreda07,2018-01-31,1
127,Addis Ababa,Addis Ketema,Addis Ketema Woreda07,2018-02-28,1
128,Addis Ababa,Addis Ketema,Addis Ketema Woreda07,2018-03-31,2
129,Addis Ababa,Addis Ketema,Addis Ketema Woreda07,2018-04-30,6
130,Addis Ababa,Addis Ketema,Addis Ketema Woreda07,2018-05-31,3
131,Addis Ababa,Addis Ketema,Addis Ketema Woreda07,2018-06-30,0
132,Addis Ababa,Addis Ketema,Addis Ketema Woreda07,2018-07-31,0
133,Addis Ababa,Addis Ketema,Addis Ketema Woreda07,2018-08-31,4
134,Addis Ababa,Addis Ketema,Addis Ketema Woreda07,2018-09-30,1
135,Addis Ababa,Addis Ketema,Addis Ketema Woreda07,2018-10-31,1
136,Addis Ababa,Addis Ketema,Addis Ketema Woreda07,2018-11-30,0
137,Addis Ababa,Addis Ketema,Addis Ketema Woreda07,2018-12-31,1
138,Addis Ababa,Addis Ketema,Addis Ketema Woreda07,2019-01-31,4
139,Addis Ababa,Addis Ketema,Addis Ketema Woreda07,2019-02-28,0
140,Addis Ababa,Addis Ketema,Addis Ketema Woreda07,2019-03-31,0
141,Addis Ababa,Addis Ketema,Addis Ketema Woreda07,2019-04-30,0
142,Addis Ababa,Addis Ketema,Addis Ketema Woreda07,2019-05-31,0
143,Addis Ababa,Addis Ketema,Addis Ketema Woreda07,2019-06-30,0
144,Addis Ababa,Addis Ketema,Addis Ketema Woreda08,2017-12-31,0
145,Addis Ababa,Addis Ketema,Addis Ketema Woreda08,2018-01-31,0
146,Addis Ababa,Addis Ketema,Addis Ketema Woreda08,2018-02-28,0
147,Addis Ababa,Addis Ketema,Addis Ketema Woreda08,2018-03-31,0
148,Addis Ababa,Addis Ketema,Addis Ketema Woreda08,2018-04-30,1
149,Addis Ababa,Addis Ketema,Addis Ketema Woreda08,2018-05-31,0
150,Addis Ababa,Addis Ketema,Addis Ketema Woreda08,2018-06-30,0
151,Addis Ababa,Addis Ketema,Addis Ketema Woreda08,2018-07-31,2
152,Addis Ababa,Addis Ketema,Addis Ketema Woreda08,2018-08-31,5
153,Addis Ababa,Addis Ketema,Addis Ketema Woreda08,2018-09-30,0
154,Addis Ababa,Addis Ketema,Addis Ketema Woreda08,2018-10-31,0
155,Addis Ababa,Addis Ketema,Addis Ketema Woreda08,2018-11-30,1
156,Addis Ababa,Addis Ketema,Addis Ketema Woreda08,2018-12-31,2
157,Addis Ababa,Addis Ketema,Addis Ketema Woreda08,2019-01-31,1
158,Addis Ababa,Addis Ketema,Addis Ketema Woreda08,2019-02-28,1
159,Addis Ababa,Addis Ketema,Addis Ketema Woreda08,2019-03-31,0
160,Addis Ababa,Addis Ketema,Addis Ketema Woreda08,2019-04-30,1
161,Addis Ababa,Addis Ketema,Addis Ketema Woreda08,2019-05-31,0
162,Addis Ababa,Addis Ketema,Addis Ketema Woreda08,2019-06-30,0
163,Addis Ababa,Addis Ketema,Addis Ketema Woreda09,2017-12-31,0
164,Addis Ababa,Addis Ketema,Addis Ketema Woreda09,2018-01-31,0
165,Addis Ababa,Addis Ketema,Addis Ketema Woreda09,2018-02-28,5
166,Addis Ababa,Addis Ketema,Addis Ketema Woreda09,2018-03-31,1
167,Addis Ababa,Addis Ketema,Addis Ketema Woreda09,2018-04-30,2
168,Addis Ababa,Addis Ketema,Addis Ketema Woreda09,2018-05-31,0
169,Addis Ababa,Addis Ketema,Addis Ketema Woreda09,2018-06-30,0
170,Addis Ababa,Addis Ketema,Addis Ketema Woreda09,2018-07-31,1
171,Addis Ababa,Addis Ketema,Addis Ketema Woreda09,2018-08-31,2
172,Addis Ababa,Addis Ketema,Addis Ketema Woreda09,2018-09-30,1
173,Addis Ababa,Addis Ketema,Addis Ketema Woreda09,2018-10-31,1
174,Addis Ababa,Addis Ketema,Addis Ketema Woreda09,2018-11-30,2
175,Addis Ababa,Addis Ketema,Addis Ketema Woreda09,2018-12-31,3
176,Addis Ababa,Addis Ketema,Addis Ketema Woreda09,2019-01-31,2
177,Addis Ababa,Addis Ketema,Addis Ketema Woreda09,2019-02-28,5
178,Addis Ababa,Addis Ketema,Addis Ketema Woreda09,2019-03-31,3
179,Addis Ababa,Addis Ketema,Addis Ketema Woreda09,2019-04-30,0
180,Addis Ababa,Addis Ketema,Addis Ketema Woreda09,2019-05-31,0
181,Addis Ababa,Addis Ketema,Addis Ketema Woreda09,2019-06-30,0
182,Addis Ababa,Addis Ketema,Addis Ketema Woreda10,2017-12-31,0
183,Addis Ababa,Addis Ketema,Addis Ketema Woreda10,2018-01-31,0
184,Addis Ababa,Addis Ketema,Addis Ketema Woreda10,2018-02-28,0
185,Addis Ababa,Addis Ketema,Addis Ketema Woreda10,2018-03-31,0
186,Addis Ababa,Addis Ketema,Addis Ketema Woreda10,2018-04-30,0
187,Addis Ababa,Addis Ketema,Addis Ketema Woreda10,2018-05-31,0
188,Addis Ababa,Addis Ketema,Addis Ketema Woreda10,2018-06-30,0
189,Addis Ababa,Addis Ketema,Addis Ketema Woreda10,2018-07-31,1
190,Addis Ababa,Addis Ketema,Addis Ketema Woreda10,2018-08-31,0
191,Addis Ababa,Addis Ketema,Addis Ketema Woreda10,2018-09-30,0
192,Addis Ababa,Addis Ketema,Addis Ketema Woreda10,2018-10-31,0
193,Addis Ababa,Addis Ketema,Addis Ketema Woreda10,2018-11-30,0
194,Addis Ababa,Addis Ketema,Addis Ketema Woreda10,2018-12-31,1
195,Addis Ababa,Addis Ketema,Addis Ketema Woreda10,2019-01-31,0
196,Addis Ababa,Addis Ketema,Addis Ketema Woreda10,2019-02-28,0
197,Addis Ababa,Addis Ketema,Addis Ketema Woreda10,2019-03-31,0
198,Addis Ababa,Addis Ketema,Addis Ketema Woreda10,2019-04-30,0
199,Addis Ababa,Addis Ketema,Addis Ketema Woreda10,2019-05-31,0
200,Addis Ababa,Addis Ketema,Addis Ketema Woreda10,2019-06-30,0
201,Addis Ababa,Akaki Kaliti,Akaki Kaliti,2017-01-31,6
202,Addis Ababa,Akaki Kaliti,Akaki Kaliti,2017-02-28,1
203,Addis Ababa,Akaki Kaliti,Akaki Kaliti,2017-03-31,0
204,Addis Ababa,Akaki Kaliti,Akaki Kaliti,2017-04-30,1
205,Addis Ababa,Akaki Kaliti,Akaki Kaliti,2017-05-31,1
206,Addis Ababa,Akaki Kaliti,Akaki Kaliti,2017-06-30,0
207,Addis Ababa,Akaki Kaliti,Akaki Kaliti,2017-07-31,0
208,Addis Ababa,Akaki Kaliti,Akaki Kaliti,2017-08-31,1
209,Addis Ababa,Akaki Kaliti,Akaki Kaliti,2017-09-30,6
210,Addis Ababa,Akaki Kaliti,Akaki Kaliti,2017-10-31,4
211,Addis Ababa,Akaki Kaliti,Akaki Kaliti,2017-11-30,10
212,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda01,2017-12-31,0
213,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda01,2018-01-31,0
214,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda01,2018-02-28,0
215,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda01,2018-03-31,2
216,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda01,2018-04-30,1
217,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda01,2018-05-31,0
218,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda01,2018-06-30,0
219,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda01,2018-07-31,0
220,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda01,2018-08-31,2
221,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda01,2018-09-30,3
222,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda01,2018-10-31,0
223,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda01,2018-11-30,0
224,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda01,2018-12-31,0
225,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda01,2019-01-31,2
226,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda01,2019-02-28,0
227,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda01,2019-03-31,1
228,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda01,2019-04-30,0
229,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda01,2019-05-31,0
230,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda01,2019-06-30,0
231,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda02,2017-12-31,0
232,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda02,2018-01-31,0
233,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda02,2018-02-28,1
234,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda02,2018-03-31,0
235,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda02,2018-04-30,0
236,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda02,2018-05-31,0
237,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda02,2018-06-30,0
238,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda02,2018-07-31,3
239,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda02,2018-08-31,0
240,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda02,2018-09-30,0
241,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda02,2018-10-31,0
242,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda02,2018-11-30,0
243,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda02,2018-12-31,1
244,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda02,2019-01-31,1
245,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda02,2019-02-28,0
246,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda02,2019-03-31,1
247,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda02,2019-04-30,0
248,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda02,2019-05-31,1
249,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda02,2019-06-30,0
250,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda03,2017-12-31,0
251,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda03,2018-01-31,1
252,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda03,2018-02-28,4
253,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda03,2018-03-31,2
254,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda03,2018-04-30,5
255,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda03,2018-05-31,0
256,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda03,2018-06-30,0
257,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda03,2018-07-31,3
258,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda03,2018-08-31,0
259,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda03,2018-09-30,5
260,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda03,2018-10-31,2
261,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda03,2018-11-30,6
262,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda03,2018-12-31,13
263,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda03,2019-01-31,13
264,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda03,2019-02-28,6
265,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda03,2019-03-31,11
266,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda03,2019-04-30,2
267,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda03,2019-05-31,1
268,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda03,2019-06-30,1
269,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda04,2017-12-31,0
270,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda04,2018-01-31,0
271,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda04,2018-02-28,1
272,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda04,2018-03-31,1
273,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda04,2018-04-30,1
274,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda04,2018-05-31,0
275,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda04,2018-06-30,0
276,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda04,2018-07-31,0
277,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda04,2018-08-31,0
278,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda04,2018-09-30,0
279,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda04,2018-10-31,2
280,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda04,2018-11-30,2
281,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda04,2018-12-31,1
282,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda04,2019-01-31,1
283,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda04,2019-02-28,1
284,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda04,2019-03-31,0
285,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda04,2019-04-30,0
286,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda04,2019-05-31,2
287,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda04,2019-06-30,3
288,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda05,2017-12-31,1
289,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda05,2018-01-31,0
290,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda05,2018-02-28,0
291,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda05,2018-03-31,0
292,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda05,2018-04-30,2
293,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda05,2018-05-31,4
294,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda05,2018-06-30,2
295,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda05,2018-07-31,1
296,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda05,2018-08-31,0
297,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda05,2018-09-30,0
298,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda05,2018-10-31,3
299,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda05,2018-11-30,0
300,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda05,2018-12-31,4
301,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda05,2019-01-31,1
302,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda05,2019-02-28,8
303,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda05,2019-03-31,3
304,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda05,2019-04-30,2
305,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda05,2019-05-31,0
306,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda05,2019-06-30,0
307,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda07,2017-12-31,1
308,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda07,2018-01-31,0
309,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda07,2018-02-28,0
310,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda07,2018-03-31,0
311,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda07,2018-04-30,0
312,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda07,2018-05-31,0
313,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda07,2018-06-30,0
314,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda07,2018-07-31,1
315,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda07,2018-08-31,1
316,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda07,2018-09-30,0
317,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda07,2018-10-31,0
318,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda07,2018-11-30,1
319,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda07,2018-12-31,0
320,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda07,2019-01-31,0
321,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda07,2019-02-28,0
322,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda07,2019-03-31,0
323,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda07,2019-04-30,0
324,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda07,2019-05-31,0
325,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda07,2019-06-30,0
326,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda08,2017-12-31,0
327,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda08,2018-01-31,0
328,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda08,2018-02-28,0
329,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda08,2018-03-31,0
330,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda08,2018-04-30,0
331,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda08,2018-05-31,0
332,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda08,2018-06-30,0
333,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda08,2018-07-31,0
334,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda08,2018-08-31,0
335,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda08,2018-09-30,0
336,Addis Ababa,Akaki Kaliti,Akaki Kaliti Woreda08,2018-10-31,0
