d3mIndex,cultivar,sitename,day,canopy_height
3662,PI297155,MAC Field Scanner Season 4 Range 10 Column 7,122,276
3680,PI297155,MAC Field Scanner Season 4 Range 10 Column 8,122,304
3701,PI297155,MAC Field Scanner Season 4 Range 29 Column 11,133,382
3722,PI297155,MAC Field Scanner Season 4 Range 29 Column 12,133,338
3740,PI297171,MAC Field Scanner Season 4 Range 13 Column 3,122,339
3758,PI297171,MAC Field Scanner Season 4 Range 13 Column 4,122,338
3784,PI302252,MAC Field Scanner Season 4 Range 4 Column 11,133,377
3800,PI302252,MAC Field Scanner Season 4 Range 4 Column 12,122,359
3838,PI303658,MAC Field Scanner Season 4 Range 44 Column 11,132,363
3860,PI303658,MAC Field Scanner Season 4 Range 44 Column 12,124,338
3887,PI303658,MAC Field Scanner Season 4 Range 7 Column 3,133,348
3914,PI303658,MAC Field Scanner Season 4 Range 7 Column 4,133,339
3940,PI329286,MAC Field Scanner Season 4 Range 6 Column 7,133,387
3966,PI329286,MAC Field Scanner Season 4 Range 6 Column 8,133,406
4001,PI329299,MAC Field Scanner Season 4 Range 52 Column 13,132,337
4036,PI329299,MAC Field Scanner Season 4 Range 52 Column 14,132,326
4062,PI329300,MAC Field Scanner Season 4 Range 5 Column 13,133,322
4088,PI329300,MAC Field Scanner Season 4 Range 5 Column 14,133,338
4109,PI329310,MAC Field Scanner Season 4 Range 40 Column 3,122,243
4130,PI329310,MAC Field Scanner Season 4 Range 40 Column 4,122,285
4151,PI329319,MAC Field Scanner Season 4 Range 42 Column 13,122,351
4172,PI329319,MAC Field Scanner Season 4 Range 42 Column 14,122,356
4202,PI329326,MAC Field Scanner Season 4 Range 24 Column 13,133,312
4221,PI329326,MAC Field Scanner Season 4 Range 24 Column 14,122,311
4256,PI329326,MAC Field Scanner Season 4 Range 38 Column 10,132,318
4291,PI329326,MAC Field Scanner Season 4 Range 38 Column 9,132,331
4312,PI329333,MAC Field Scanner Season 4 Range 36 Column 5,122,355
4333,PI329333,MAC Field Scanner Season 4 Range 36 Column 6,122,355
4363,PI329338,MAC Field Scanner Season 4 Range 25 Column 15,133,379
4401,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,132,318
4439,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,132,322
4474,PI329351,MAC Field Scanner Season 4 Range 35 Column 13,132,357
4495,PI329351,MAC Field Scanner Season 4 Range 35 Column 14,122,329
4522,PI329351,MAC Field Scanner Season 4 Range 9 Column 11,132,403
4549,PI329351,MAC Field Scanner Season 4 Range 9 Column 12,132,404
4578,PI329394,MAC Field Scanner Season 4 Range 17 Column 10,133,354
4596,PI329394,MAC Field Scanner Season 4 Range 17 Column 9,122,393
4617,PI329394,MAC Field Scanner Season 4 Range 32 Column 13,133,354
4651,PI329394,MAC Field Scanner Season 4 Range 32 Column 14,133,345
4677,PI329403,MAC Field Scanner Season 4 Range 6 Column 10,133,393
4703,PI329403,MAC Field Scanner Season 4 Range 6 Column 9,133,374
4719,PI329465,MAC Field Scanner Season 4 Range 3 Column 3,122,344
4735,PI329465,MAC Field Scanner Season 4 Range 3 Column 4,122,314
4756,PI329471,MAC Field Scanner Season 4 Range 34 Column 11,133,331
4777,PI329471,MAC Field Scanner Season 4 Range 34 Column 12,133,338
4793,PI329473,MAC Field Scanner Season 4 Range 4 Column 3,122,340
4819,PI329473,MAC Field Scanner Season 4 Range 4 Column 4,133,366
4849,PI329478,MAC Field Scanner Season 4 Range 24 Column 11,133,333
4879,PI329478,MAC Field Scanner Season 4 Range 24 Column 12,133,354
4897,PI329480,MAC Field Scanner Season 4 Range 13 Column 15,122,375
4918,PI329506,MAC Field Scanner Season 4 Range 31 Column 13,133,310
4951,PI329506,MAC Field Scanner Season 4 Range 31 Column 14,133,321
4986,PI329511,MAC Field Scanner Season 4 Range 43 Column 13,132,337
5007,PI329511,MAC Field Scanner Season 4 Range 43 Column 14,122,309
5028,PI329517,MAC Field Scanner Season 4 Range 39 Column 3,122,313
5049,PI329517,MAC Field Scanner Season 4 Range 39 Column 4,122,314
5068,PI329518,MAC Field Scanner Season 4 Range 22 Column 3,122,291
5098,PI329518,MAC Field Scanner Season 4 Range 22 Column 4,133,337
5128,PI329519,MAC Field Scanner Season 4 Range 23 Column 15,133,359
5157,PI329541,MAC Field Scanner Season 4 Range 17 Column 3,133,341
5175,PI329541,MAC Field Scanner Season 4 Range 17 Column 4,122,355
5205,PI329545,MAC Field Scanner Season 4 Range 19 Column 15,133,349
5240,PI329545,MAC Field Scanner Season 4 Range 36 Column 13,132,345
5261,PI329545,MAC Field Scanner Season 4 Range 36 Column 14,122,323
5290,PI329546,MAC Field Scanner Season 4 Range 16 Column 11,133,346
5319,PI329546,MAC Field Scanner Season 4 Range 16 Column 12,133,365
5347,PI329550,MAC Field Scanner Season 4 Range 14 Column 11,133,308
5375,PI329550,MAC Field Scanner Season 4 Range 14 Column 12,133,326
5414,PI329550,MAC Field Scanner Season 4 Range 48 Column 7,125,401
5436,PI329550,MAC Field Scanner Season 4 Range 48 Column 8,124,384
5458,PI329569,MAC Field Scanner Season 4 Range 26 Column 7,133,360
5491,PI329569,MAC Field Scanner Season 4 Range 26 Column 8,133,364
5526,PI329569,MAC Field Scanner Season 4 Range 40 Column 15,132,351
5545,PI329570,MAC Field Scanner Season 4 Range 21 Column 5,122,358
5564,PI329570,MAC Field Scanner Season 4 Range 21 Column 6,122,346
5599,PI329570,MAC Field Scanner Season 4 Range 35 Column 3,132,307
5620,PI329570,MAC Field Scanner Season 4 Range 35 Column 4,122,298
5641,PI329584,MAC Field Scanner Season 4 Range 41 Column 13,122,344
5662,PI329584,MAC Field Scanner Season 4 Range 41 Column 14,122,338
5680,PI329584,MAC Field Scanner Season 4 Range 8 Column 7,122,319
5707,PI329584,MAC Field Scanner Season 4 Range 8 Column 8,133,381
5728,PI329585,MAC Field Scanner Season 4 Range 40 Column 7,122,386
5749,PI329585,MAC Field Scanner Season 4 Range 40 Column 8,122,345
5784,PI329605,MAC Field Scanner Season 4 Range 41 Column 11,132,388
5805,PI329605,MAC Field Scanner Season 4 Range 41 Column 12,122,371
5838,PI329614,MAC Field Scanner Season 4 Range 31 Column 7,133,344
5859,PI329614,MAC Field Scanner Season 4 Range 31 Column 8,133,311
5887,PI329618,MAC Field Scanner Season 4 Range 14 Column 13,133,360
5915,PI329618,MAC Field Scanner Season 4 Range 14 Column 14,133,375
5960,PI329632,MAC Field Scanner Season 4 Range 30 Column 13,133,343
5995,PI329644,MAC Field Scanner Season 4 Range 35 Column 7,132,378
6030,PI329644,MAC Field Scanner Season 4 Range 35 Column 8,132,393
6057,PI329644,MAC Field Scanner Season 4 Range 7 Column 10,133,317
6074,PI329644,MAC Field Scanner Season 4 Range 7 Column 9,122,353
6102,PI329645,MAC Field Scanner Season 4 Range 15 Column 3,133,281
6130,PI329645,MAC Field Scanner Season 4 Range 15 Column 4,133,274
6156,PI329646,MAC Field Scanner Season 4 Range 6 Column 15,133,395
6186,PI329665,MAC Field Scanner Season 4 Range 22 Column 5,133,361
6216,PI329665,MAC Field Scanner Season 4 Range 22 Column 6,133,366
6250,PI329673,MAC Field Scanner Season 4 Range 32 Column 10,133,263
6284,PI329673,MAC Field Scanner Season 4 Range 32 Column 9,133,291
6313,PI329702,MAC Field Scanner Season 4 Range 17 Column 5,133,371
6331,PI329702,MAC Field Scanner Season 4 Range 17 Column 6,122,337
6358,PI329710,MAC Field Scanner Season 4 Range 7 Column 7,133,339
6375,PI329710,MAC Field Scanner Season 4 Range 7 Column 8,122,338
6403,PI329711,MAC Field Scanner Season 4 Range 13 Column 13,133,353
6421,PI329711,MAC Field Scanner Season 4 Range 13 Column 14,122,370
6456,PI329711,MAC Field Scanner Season 4 Range 43 Column 7,132,388
6477,PI329711,MAC Field Scanner Season 4 Range 43 Column 8,122,337
6496,PI329841,MAC Field Scanner Season 4 Range 23 Column 10,122,368
6526,PI329841,MAC Field Scanner Season 4 Range 23 Column 9,133,374
6547,PI329841,MAC Field Scanner Season 4 Range 40 Column 11,122,350
6568,PI329841,MAC Field Scanner Season 4 Range 40 Column 12,122,333
6587,PI329843,MAC Field Scanner Season 4 Range 23 Column 3,122,326
6606,PI329843,MAC Field Scanner Season 4 Range 23 Column 4,122,374
6634,PI329864,MAC Field Scanner Season 4 Range 15 Column 15,133,348
6655,PI329865,MAC Field Scanner Season 4 Range 41 Column 7,122,365
6690,PI329865,MAC Field Scanner Season 4 Range 41 Column 8,132,357
6716,PI330169,MAC Field Scanner Season 4 Range 4 Column 7,132,388
6732,PI330169,MAC Field Scanner Season 4 Range 4 Column 8,122,376
6758,PI330181,MAC Field Scanner Season 4 Range 3 Column 11,132,379
6774,PI330181,MAC Field Scanner Season 4 Range 3 Column 12,122,344
6811,PI330181,MAC Field Scanner Season 4 Range 49 Column 15,132,349
6839,PI330182,MAC Field Scanner Season 4 Range 14 Column 3,133,344
6867,PI330182,MAC Field Scanner Season 4 Range 14 Column 4,133,302
6888,PI330182,MAC Field Scanner Season 4 Range 37 Column 13,122,330
6923,PI330182,MAC Field Scanner Season 4 Range 37 Column 14,132,345
6953,PI330184,MAC Field Scanner Season 4 Range 22 Column 11,133,362
6972,PI330184,MAC Field Scanner Season 4 Range 22 Column 12,122,357
7007,PI330184,MAC Field Scanner Season 4 Range 52 Column 10,132,361
7027,PI330184,MAC Field Scanner Season 4 Range 52 Column 9,124,359
7057,PI330185,MAC Field Scanner Season 4 Range 19 Column 11,133,384
7075,PI330185,MAC Field Scanner Season 4 Range 19 Column 12,122,373
7093,PI330195,MAC Field Scanner Season 4 Range 8 Column 13,122,364
7111,PI330195,MAC Field Scanner Season 4 Range 8 Column 14,122,332
7141,PI330196,MAC Field Scanner Season 4 Range 22 Column 13,133,358
7160,PI330196,MAC Field Scanner Season 4 Range 22 Column 14,122,332
7181,PI330199,MAC Field Scanner Season 4 Range 32 Column 5,133,303
7215,PI330199,MAC Field Scanner Season 4 Range 32 Column 6,133,381
7253,PI330796,MAC Field Scanner Season 4 Range 45 Column 13,132,356
7275,PI330796,MAC Field Scanner Season 4 Range 45 Column 14,124,332
7308,PI330803,MAC Field Scanner Season 4 Range 26 Column 13,133,367
7341,PI330803,MAC Field Scanner Season 4 Range 26 Column 14,133,368
7367,PI330807,MAC Field Scanner Season 4 Range 3 Column 10,132,389
7383,PI330807,MAC Field Scanner Season 4 Range 3 Column 9,122,372
7405,PI330807,MAC Field Scanner Season 4 Range 44 Column 3,124,322
7443,PI330807,MAC Field Scanner Season 4 Range 44 Column 4,132,387
7471,PI330833,MAC Field Scanner Season 4 Range 13 Column 5,133,319
7489,PI330833,MAC Field Scanner Season 4 Range 13 Column 6,122,300
7519,PI330858,MAC Field Scanner Season 4 Range 25 Column 13,133,363
7538,PI330858,MAC Field Scanner Season 4 Range 25 Column 14,122,350
7559,PI330858,MAC Field Scanner Season 4 Range 40 Column 5,122,366
7593,PI330858,MAC Field Scanner Season 4 Range 40 Column 6,132,410
7623,PI337689,MAC Field Scanner Season 4 Range 25 Column 7,133,357
7642,PI337689,MAC Field Scanner Season 4 Range 25 Column 8,122,359
7664,PI337689,MAC Field Scanner Season 4 Range 47 Column 10,124,374
7686,PI337689,MAC Field Scanner Season 4 Range 47 Column 9,124,347
7721,PI35038,MAC Field Scanner Season 4 Range 38 Column 5,132,323
7742,PI35038,MAC Field Scanner Season 4 Range 38 Column 6,122,347
7764,PI452619,MAC Field Scanner Season 4 Range 26 Column 3,122,356
7786,PI452619,MAC Field Scanner Season 4 Range 26 Column 4,122,363
7808,PI452692,MAC Field Scanner Season 4 Range 45 Column 10,124,354
7846,PI452692,MAC Field Scanner Season 4 Range 45 Column 9,132,384
7881,PI453696,MAC Field Scanner Season 4 Range 43 Column 3,132,349
7916,PI453696,MAC Field Scanner Season 4 Range 43 Column 4,132,370
7938,PI455221,MAC Field Scanner Season 4 Range 47 Column 5,124,355
7976,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,132,369
8010,PI455301,MAC Field Scanner Season 4 Range 32 Column 15,133,365
8038,PI455307,MAC Field Scanner Season 4 Range 14 Column 15,133,380
8059,PI455307,MAC Field Scanner Season 4 Range 43 Column 5,122,355
8080,PI455307,MAC Field Scanner Season 4 Range 43 Column 6,122,347
8108,PI505717,MAC Field Scanner Season 4 Range 14 Column 5,133,320
8126,PI505717,MAC Field Scanner Season 4 Range 14 Column 6,122,312
8145,PI505722,MAC Field Scanner Season 4 Range 21 Column 15,122,323
8165,PI505735,MAC Field Scanner Season 4 Range 52 Column 15,122,321
8183,PI506069,MAC Field Scanner Season 4 Range 16 Column 10,122,343
8201,PI506069,MAC Field Scanner Season 4 Range 16 Column 9,122,363
8219,PI506122,MAC Field Scanner Season 4 Range 8 Column 5,122,308
8237,PI506122,MAC Field Scanner Season 4 Range 8 Column 6,122,302
8274,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,132,318
8295,PI513898,MAC Field Scanner Season 4 Range 49 Column 6,124,353
8330,PI514456,MAC Field Scanner Season 4 Range 41 Column 10,132,389
8364,PI514456,MAC Field Scanner Season 4 Range 41 Column 9,132,381
8394,PI521019,MAC Field Scanner Season 4 Range 25 Column 10,133,347
8424,PI521019,MAC Field Scanner Season 4 Range 25 Column 9,133,369
8451,PI521152,MAC Field Scanner Season 4 Range 9 Column 7,133,337
8469,PI521152,MAC Field Scanner Season 4 Range 9 Column 8,122,360
8499,PI524475,MAC Field Scanner Season 4 Range 19 Column 3,133,314
8517,PI524475,MAC Field Scanner Season 4 Range 19 Column 4,122,301
8552,PI525049,MAC Field Scanner Season 4 Range 39 Column 11,132,391
8573,PI525049,MAC Field Scanner Season 4 Range 39 Column 12,122,349
8599,PI525049,MAC Field Scanner Season 4 Range 5 Column 7,132,392
8615,PI525049,MAC Field Scanner Season 4 Range 5 Column 8,122,382
8657,PI526905,MAC Field Scanner Season 4 Range 20 Column 7,133,368
8679,PI526905,MAC Field Scanner Season 4 Range 46 Column 5,124,288
8717,PI526905,MAC Field Scanner Season 4 Range 46 Column 6,132,318
8753,PI527045,MAC Field Scanner Season 4 Range 50 Column 10,132,367
8774,PI527045,MAC Field Scanner Season 4 Range 50 Column 9,124,389
8812,PI533792,MAC Field Scanner Season 4 Range 46 Column 3,132,310
8850,PI533792,MAC Field Scanner Season 4 Range 46 Column 4,132,363
8878,PI533998,MAC Field Scanner Season 4 Range 12 Column 3,133,368
8897,PI533998,MAC Field Scanner Season 4 Range 12 Column 4,122,308
8939,PI534120,MAC Field Scanner Season 4 Range 20 Column 11,133,317
8961,PI534120,MAC Field Scanner Season 4 Range 46 Column 13,124,293
8983,PI534120,MAC Field Scanner Season 4 Range 46 Column 14,124,265
9009,PI534165,MAC Field Scanner Season 4 Range 11 Column 15,133,321
9030,PI535783,MAC Field Scanner Season 4 Range 38 Column 11,122,335
9051,PI535783,MAC Field Scanner Season 4 Range 38 Column 12,122,352
9088,PI535794,MAC Field Scanner Season 4 Range 50 Column 7,132,365
9124,PI535794,MAC Field Scanner Season 4 Range 50 Column 8,132,400
9154,PI535795,MAC Field Scanner Season 4 Range 24 Column 15,133,353
9175,PI535795,MAC Field Scanner Season 4 Range 51 Column 3,124,344
9211,PI535795,MAC Field Scanner Season 4 Range 51 Column 4,132,301
9233,PI535796,MAC Field Scanner Season 4 Range 46 Column 10,124,348
9255,PI535796,MAC Field Scanner Season 4 Range 46 Column 9,124,374
9285,PI540518,MAC Field Scanner Season 4 Range 18 Column 7,133,348
9303,PI540518,MAC Field Scanner Season 4 Range 18 Column 8,122,371
9344,PI542718,MAC Field Scanner Season 4 Range 20 Column 3,133,277
9366,PI542718,MAC Field Scanner Season 4 Range 46 Column 11,124,342
9388,PI542718,MAC Field Scanner Season 4 Range 46 Column 12,124,286
9409,PI562730,MAC Field Scanner Season 4 Range 43 Column 15,122,296
9439,PI562781,MAC Field Scanner Season 4 Range 25 Column 3,133,317
9469,PI562781,MAC Field Scanner Season 4 Range 25 Column 4,133,338
9504,PI562897,MAC Field Scanner Season 4 Range 35 Column 15,132,342
9533,PI562970,MAC Field Scanner Season 4 Range 16 Column 7,133,323
9562,PI562970,MAC Field Scanner Season 4 Range 16 Column 8,133,342
9583,PI562970,MAC Field Scanner Season 4 Range 37 Column 15,122,327
9618,PI562971,MAC Field Scanner Season 4 Range 33 Column 7,133,367
9653,PI562971,MAC Field Scanner Season 4 Range 33 Column 8,133,352
9674,PI562981,MAC Field Scanner Season 4 Range 38 Column 15,122,322
9696,PI562982,MAC Field Scanner Season 4 Range 28 Column 15,133,322
9724,PI562985,MAC Field Scanner Season 4 Range 14 Column 7,133,333
9742,PI562985,MAC Field Scanner Season 4 Range 14 Column 8,122,336
9777,PI562985,MAC Field Scanner Season 4 Range 37 Column 3,132,361
9812,PI562985,MAC Field Scanner Season 4 Range 37 Column 4,132,357
9834,PI562990,MAC Field Scanner Season 4 Range 28 Column 5,133,330
9867,PI562990,MAC Field Scanner Season 4 Range 28 Column 6,133,308
9885,PI562990,MAC Field Scanner Season 4 Range 8 Column 11,122,397
9912,PI562990,MAC Field Scanner Season 4 Range 8 Column 12,132,405
9932,PI562991,MAC Field Scanner Season 4 Range 52 Column 5,124,331
9967,PI562991,MAC Field Scanner Season 4 Range 52 Column 6,132,375
9985,PI562994,MAC Field Scanner Season 4 Range 13 Column 11,122,331
10013,PI562994,MAC Field Scanner Season 4 Range 13 Column 12,133,337
10041,PI562997,MAC Field Scanner Season 4 Range 14 Column 10,133,317
10059,PI562997,MAC Field Scanner Season 4 Range 14 Column 9,122,333
10089,PI562998,MAC Field Scanner Season 4 Range 22 Column 10,133,368
10108,PI562998,MAC Field Scanner Season 4 Range 22 Column 9,122,388
