d3mIndex,cultivar,sitename,day,canopy_height
31,PI145619,MAC Field Scanner Season 4 Range 27 Column 12,12,10
32,PI145619,MAC Field Scanner Season 4 Range 27 Column 12,13,10
33,PI145619,MAC Field Scanner Season 4 Range 27 Column 12,14,10
34,PI145619,MAC Field Scanner Season 4 Range 27 Column 12,15,10
35,PI145619,MAC Field Scanner Season 4 Range 27 Column 12,16,10
36,PI145619,MAC Field Scanner Season 4 Range 27 Column 12,17,10
37,PI145619,MAC Field Scanner Season 4 Range 27 Column 12,18,11
38,PI145619,MAC Field Scanner Season 4 Range 27 Column 12,19,11
39,PI145619,MAC Field Scanner Season 4 Range 27 Column 12,22,13
40,PI145619,MAC Field Scanner Season 4 Range 27 Column 12,24,15
41,PI145619,MAC Field Scanner Season 4 Range 27 Column 12,26,18
42,PI145619,MAC Field Scanner Season 4 Range 27 Column 12,27,20
43,PI145619,MAC Field Scanner Season 4 Range 27 Column 12,29,24
44,PI145619,MAC Field Scanner Season 4 Range 27 Column 12,30,26
45,PI145619,MAC Field Scanner Season 4 Range 27 Column 12,31,29
46,PI145619,MAC Field Scanner Season 4 Range 27 Column 12,36,47
47,PI145619,MAC Field Scanner Season 4 Range 27 Column 12,45,104
48,PI145619,MAC Field Scanner Season 4 Range 27 Column 12,46,110
49,PI145619,MAC Field Scanner Season 4 Range 27 Column 12,47,122
50,PI145619,MAC Field Scanner Season 4 Range 27 Column 12,48,129
51,PI145619,MAC Field Scanner Season 4 Range 27 Column 12,49,140
52,PI145619,MAC Field Scanner Season 4 Range 27 Column 12,50,148
53,PI145619,MAC Field Scanner Season 4 Range 27 Column 12,51,154
54,PI145619,MAC Field Scanner Season 4 Range 27 Column 12,52,162
55,PI145619,MAC Field Scanner Season 4 Range 27 Column 12,57,193
56,PI145619,MAC Field Scanner Season 4 Range 27 Column 12,73,247
57,PI145619,MAC Field Scanner Season 4 Range 27 Column 12,75,247
58,PI145619,MAC Field Scanner Season 4 Range 27 Column 12,77,257
59,PI145619,MAC Field Scanner Season 4 Range 27 Column 12,78,257
60,PI145619,MAC Field Scanner Season 4 Range 27 Column 12,80,254
62,PI145619,MAC Field Scanner Season 4 Range 33 Column 15,12,11
63,PI145619,MAC Field Scanner Season 4 Range 33 Column 15,13,11
64,PI145619,MAC Field Scanner Season 4 Range 33 Column 15,14,10
65,PI145619,MAC Field Scanner Season 4 Range 33 Column 15,15,10
66,PI145619,MAC Field Scanner Season 4 Range 33 Column 15,16,11
67,PI145619,MAC Field Scanner Season 4 Range 33 Column 15,17,11
68,PI145619,MAC Field Scanner Season 4 Range 33 Column 15,18,12
69,PI145619,MAC Field Scanner Season 4 Range 33 Column 15,19,12
70,PI145619,MAC Field Scanner Season 4 Range 33 Column 15,22,14
71,PI145619,MAC Field Scanner Season 4 Range 33 Column 15,24,13
72,PI145619,MAC Field Scanner Season 4 Range 33 Column 15,26,16
73,PI145619,MAC Field Scanner Season 4 Range 33 Column 15,27,17
74,PI145619,MAC Field Scanner Season 4 Range 33 Column 15,30,19
75,PI145619,MAC Field Scanner Season 4 Range 33 Column 15,31,20
76,PI145619,MAC Field Scanner Season 4 Range 33 Column 15,77,268
77,PI145619,MAC Field Scanner Season 4 Range 33 Column 15,78,274
78,PI145619,MAC Field Scanner Season 4 Range 33 Column 15,80,278
80,PI145626,MAC Field Scanner Season 4 Range 3 Column 7,12,11
81,PI145626,MAC Field Scanner Season 4 Range 3 Column 7,14,11
82,PI145626,MAC Field Scanner Season 4 Range 3 Column 7,15,11
83,PI145626,MAC Field Scanner Season 4 Range 3 Column 7,16,11
84,PI145626,MAC Field Scanner Season 4 Range 3 Column 7,17,11
85,PI145626,MAC Field Scanner Season 4 Range 3 Column 7,19,12
86,PI145626,MAC Field Scanner Season 4 Range 3 Column 7,27,15
87,PI145626,MAC Field Scanner Season 4 Range 3 Column 7,29,17
88,PI145626,MAC Field Scanner Season 4 Range 3 Column 7,31,19
89,PI145626,MAC Field Scanner Season 4 Range 3 Column 7,36,39
90,PI145626,MAC Field Scanner Season 4 Range 3 Column 7,46,78
91,PI145626,MAC Field Scanner Season 4 Range 3 Column 7,47,84
92,PI145626,MAC Field Scanner Season 4 Range 3 Column 7,48,89
93,PI145626,MAC Field Scanner Season 4 Range 3 Column 7,51,102
94,PI145626,MAC Field Scanner Season 4 Range 3 Column 7,52,106
95,PI145626,MAC Field Scanner Season 4 Range 3 Column 7,57,138
96,PI145626,MAC Field Scanner Season 4 Range 3 Column 7,58,142
97,PI145626,MAC Field Scanner Season 4 Range 3 Column 7,73,247
98,PI145626,MAC Field Scanner Season 4 Range 3 Column 7,75,258
99,PI145626,MAC Field Scanner Season 4 Range 3 Column 7,77,270
100,PI145626,MAC Field Scanner Season 4 Range 3 Column 7,78,273
101,PI145626,MAC Field Scanner Season 4 Range 3 Column 7,80,283
103,PI145626,MAC Field Scanner Season 4 Range 3 Column 8,12,12
104,PI145626,MAC Field Scanner Season 4 Range 3 Column 8,14,12
105,PI145626,MAC Field Scanner Season 4 Range 3 Column 8,15,12
106,PI145626,MAC Field Scanner Season 4 Range 3 Column 8,16,12
107,PI145626,MAC Field Scanner Season 4 Range 3 Column 8,17,12
108,PI145626,MAC Field Scanner Season 4 Range 3 Column 8,19,14
109,PI145626,MAC Field Scanner Season 4 Range 3 Column 8,27,21
110,PI145626,MAC Field Scanner Season 4 Range 3 Column 8,29,24
111,PI145626,MAC Field Scanner Season 4 Range 3 Column 8,31,27
112,PI145626,MAC Field Scanner Season 4 Range 3 Column 8,36,43
113,PI145626,MAC Field Scanner Season 4 Range 3 Column 8,46,90
114,PI145626,MAC Field Scanner Season 4 Range 3 Column 8,47,97
115,PI145626,MAC Field Scanner Season 4 Range 3 Column 8,48,104
116,PI145626,MAC Field Scanner Season 4 Range 3 Column 8,51,124
117,PI145626,MAC Field Scanner Season 4 Range 3 Column 8,52,130
118,PI145626,MAC Field Scanner Season 4 Range 3 Column 8,57,160
119,PI145626,MAC Field Scanner Season 4 Range 3 Column 8,58,168
120,PI145626,MAC Field Scanner Season 4 Range 3 Column 8,73,246
121,PI145626,MAC Field Scanner Season 4 Range 3 Column 8,75,251
122,PI145626,MAC Field Scanner Season 4 Range 3 Column 8,77,263
123,PI145626,MAC Field Scanner Season 4 Range 3 Column 8,78,259
124,PI145626,MAC Field Scanner Season 4 Range 3 Column 8,80,272
126,PI145633,MAC Field Scanner Season 4 Range 18 Column 15,12,11
127,PI145633,MAC Field Scanner Season 4 Range 18 Column 15,14,11
128,PI145633,MAC Field Scanner Season 4 Range 18 Column 15,15,11
129,PI145633,MAC Field Scanner Season 4 Range 18 Column 15,16,12
130,PI145633,MAC Field Scanner Season 4 Range 18 Column 15,17,13
131,PI145633,MAC Field Scanner Season 4 Range 18 Column 15,18,15
132,PI145633,MAC Field Scanner Season 4 Range 18 Column 15,19,17
133,PI145633,MAC Field Scanner Season 4 Range 18 Column 15,27,27
134,PI145633,MAC Field Scanner Season 4 Range 18 Column 15,29,33
135,PI145633,MAC Field Scanner Season 4 Range 18 Column 15,30,35
136,PI145633,MAC Field Scanner Season 4 Range 18 Column 15,31,39
137,PI145633,MAC Field Scanner Season 4 Range 18 Column 15,77,263
138,PI145633,MAC Field Scanner Season 4 Range 18 Column 15,78,254
139,PI145633,MAC Field Scanner Season 4 Range 18 Column 15,80,267
141,PI145633,MAC Field Scanner Season 4 Range 51 Column 5,12,9
142,PI145633,MAC Field Scanner Season 4 Range 51 Column 5,13,9
143,PI145633,MAC Field Scanner Season 4 Range 51 Column 5,14,9
144,PI145633,MAC Field Scanner Season 4 Range 51 Column 5,16,9
145,PI145633,MAC Field Scanner Season 4 Range 51 Column 5,17,9
146,PI145633,MAC Field Scanner Season 4 Range 51 Column 5,18,10
147,PI145633,MAC Field Scanner Season 4 Range 51 Column 5,19,10
148,PI145633,MAC Field Scanner Season 4 Range 51 Column 5,22,12
149,PI145633,MAC Field Scanner Season 4 Range 51 Column 5,24,12
150,PI145633,MAC Field Scanner Season 4 Range 51 Column 5,26,15
151,PI145633,MAC Field Scanner Season 4 Range 51 Column 5,27,17
152,PI145633,MAC Field Scanner Season 4 Range 51 Column 5,30,22
153,PI145633,MAC Field Scanner Season 4 Range 51 Column 5,31,24
154,PI145633,MAC Field Scanner Season 4 Range 51 Column 5,35,39
155,PI145633,MAC Field Scanner Season 4 Range 51 Column 5,77,275
156,PI145633,MAC Field Scanner Season 4 Range 51 Column 5,78,280
157,PI145633,MAC Field Scanner Season 4 Range 51 Column 5,80,279
159,PI145633,MAC Field Scanner Season 4 Range 51 Column 6,12,9
160,PI145633,MAC Field Scanner Season 4 Range 51 Column 6,13,9
161,PI145633,MAC Field Scanner Season 4 Range 51 Column 6,14,9
162,PI145633,MAC Field Scanner Season 4 Range 51 Column 6,16,9
163,PI145633,MAC Field Scanner Season 4 Range 51 Column 6,17,9
164,PI145633,MAC Field Scanner Season 4 Range 51 Column 6,18,10
165,PI145633,MAC Field Scanner Season 4 Range 51 Column 6,19,10
166,PI145633,MAC Field Scanner Season 4 Range 51 Column 6,22,10
167,PI145633,MAC Field Scanner Season 4 Range 51 Column 6,24,9
168,PI145633,MAC Field Scanner Season 4 Range 51 Column 6,26,10
169,PI145633,MAC Field Scanner Season 4 Range 51 Column 6,27,12
170,PI145633,MAC Field Scanner Season 4 Range 51 Column 6,30,13
171,PI145633,MAC Field Scanner Season 4 Range 51 Column 6,31,13
172,PI145633,MAC Field Scanner Season 4 Range 51 Column 6,35,19
173,PI145633,MAC Field Scanner Season 4 Range 51 Column 6,36,24
174,PI145633,MAC Field Scanner Season 4 Range 51 Column 6,44,54
175,PI145633,MAC Field Scanner Season 4 Range 51 Column 6,45,62
176,PI145633,MAC Field Scanner Season 4 Range 51 Column 6,46,73
177,PI145633,MAC Field Scanner Season 4 Range 51 Column 6,48,79
178,PI145633,MAC Field Scanner Season 4 Range 51 Column 6,50,107
179,PI145633,MAC Field Scanner Season 4 Range 51 Column 6,51,117
180,PI145633,MAC Field Scanner Season 4 Range 51 Column 6,52,125
181,PI145633,MAC Field Scanner Season 4 Range 51 Column 6,53,128
182,PI145633,MAC Field Scanner Season 4 Range 51 Column 6,56,154
183,PI145633,MAC Field Scanner Season 4 Range 51 Column 6,57,170
184,PI145633,MAC Field Scanner Season 4 Range 51 Column 6,72,218
185,PI145633,MAC Field Scanner Season 4 Range 51 Column 6,73,226
186,PI145633,MAC Field Scanner Season 4 Range 51 Column 6,74,218
187,PI145633,MAC Field Scanner Season 4 Range 51 Column 6,75,227
188,PI145633,MAC Field Scanner Season 4 Range 51 Column 6,77,216
189,PI145633,MAC Field Scanner Season 4 Range 51 Column 6,78,236
190,PI145633,MAC Field Scanner Season 4 Range 51 Column 6,80,239
192,PI146890,MAC Field Scanner Season 4 Range 35 Column 11,12,10
193,PI146890,MAC Field Scanner Season 4 Range 35 Column 11,13,10
194,PI146890,MAC Field Scanner Season 4 Range 35 Column 11,14,10
195,PI146890,MAC Field Scanner Season 4 Range 35 Column 11,15,10
196,PI146890,MAC Field Scanner Season 4 Range 35 Column 11,16,10
197,PI146890,MAC Field Scanner Season 4 Range 35 Column 11,17,10
198,PI146890,MAC Field Scanner Season 4 Range 35 Column 11,18,12
199,PI146890,MAC Field Scanner Season 4 Range 35 Column 11,19,12
200,PI146890,MAC Field Scanner Season 4 Range 35 Column 11,22,15
201,PI146890,MAC Field Scanner Season 4 Range 35 Column 11,24,15
202,PI146890,MAC Field Scanner Season 4 Range 35 Column 11,26,18
203,PI146890,MAC Field Scanner Season 4 Range 35 Column 11,27,19
204,PI146890,MAC Field Scanner Season 4 Range 35 Column 11,30,22
205,PI146890,MAC Field Scanner Season 4 Range 35 Column 11,31,23
206,PI146890,MAC Field Scanner Season 4 Range 35 Column 11,77,281
207,PI146890,MAC Field Scanner Season 4 Range 35 Column 11,78,288
208,PI146890,MAC Field Scanner Season 4 Range 35 Column 11,80,284
210,PI146890,MAC Field Scanner Season 4 Range 35 Column 12,12,10
211,PI146890,MAC Field Scanner Season 4 Range 35 Column 12,13,10
212,PI146890,MAC Field Scanner Season 4 Range 35 Column 12,14,10
213,PI146890,MAC Field Scanner Season 4 Range 35 Column 12,15,9
214,PI146890,MAC Field Scanner Season 4 Range 35 Column 12,16,10
215,PI146890,MAC Field Scanner Season 4 Range 35 Column 12,17,10
216,PI146890,MAC Field Scanner Season 4 Range 35 Column 12,18,11
217,PI146890,MAC Field Scanner Season 4 Range 35 Column 12,19,11
218,PI146890,MAC Field Scanner Season 4 Range 35 Column 12,22,11
219,PI146890,MAC Field Scanner Season 4 Range 35 Column 12,24,12
220,PI146890,MAC Field Scanner Season 4 Range 35 Column 12,26,13
221,PI146890,MAC Field Scanner Season 4 Range 35 Column 12,27,15
222,PI146890,MAC Field Scanner Season 4 Range 35 Column 12,30,18
223,PI146890,MAC Field Scanner Season 4 Range 35 Column 12,31,19
224,PI146890,MAC Field Scanner Season 4 Range 35 Column 12,36,33
225,PI146890,MAC Field Scanner Season 4 Range 35 Column 12,44,70
226,PI146890,MAC Field Scanner Season 4 Range 35 Column 12,45,72
227,PI146890,MAC Field Scanner Season 4 Range 35 Column 12,46,81
228,PI146890,MAC Field Scanner Season 4 Range 35 Column 12,47,88
229,PI146890,MAC Field Scanner Season 4 Range 35 Column 12,48,94
230,PI146890,MAC Field Scanner Season 4 Range 35 Column 12,50,104
231,PI146890,MAC Field Scanner Season 4 Range 35 Column 12,51,110
232,PI146890,MAC Field Scanner Season 4 Range 35 Column 12,52,115
233,PI146890,MAC Field Scanner Season 4 Range 35 Column 12,57,139
234,PI146890,MAC Field Scanner Season 4 Range 35 Column 12,73,216
235,PI146890,MAC Field Scanner Season 4 Range 35 Column 12,74,219
236,PI146890,MAC Field Scanner Season 4 Range 35 Column 12,75,224
237,PI146890,MAC Field Scanner Season 4 Range 35 Column 12,76,234
238,PI146890,MAC Field Scanner Season 4 Range 35 Column 12,77,236
239,PI146890,MAC Field Scanner Season 4 Range 35 Column 12,78,239
240,PI146890,MAC Field Scanner Season 4 Range 35 Column 12,80,242
242,PI152651,MAC Field Scanner Season 4 Range 16 Column 13,12,11
243,PI152651,MAC Field Scanner Season 4 Range 16 Column 13,14,11
244,PI152651,MAC Field Scanner Season 4 Range 16 Column 13,15,11
245,PI152651,MAC Field Scanner Season 4 Range 16 Column 13,16,11
246,PI152651,MAC Field Scanner Season 4 Range 16 Column 13,17,11
247,PI152651,MAC Field Scanner Season 4 Range 16 Column 13,18,12
248,PI152651,MAC Field Scanner Season 4 Range 16 Column 13,19,13
249,PI152651,MAC Field Scanner Season 4 Range 16 Column 13,27,17
250,PI152651,MAC Field Scanner Season 4 Range 16 Column 13,29,20
251,PI152651,MAC Field Scanner Season 4 Range 16 Column 13,30,22
252,PI152651,MAC Field Scanner Season 4 Range 16 Column 13,31,23
253,PI152651,MAC Field Scanner Season 4 Range 16 Column 13,77,262
254,PI152651,MAC Field Scanner Season 4 Range 16 Column 13,78,261
255,PI152651,MAC Field Scanner Season 4 Range 16 Column 13,80,270
257,PI152651,MAC Field Scanner Season 4 Range 16 Column 14,12,13
258,PI152651,MAC Field Scanner Season 4 Range 16 Column 14,14,12
259,PI152651,MAC Field Scanner Season 4 Range 16 Column 14,15,12
260,PI152651,MAC Field Scanner Season 4 Range 16 Column 14,16,13
261,PI152651,MAC Field Scanner Season 4 Range 16 Column 14,17,13
262,PI152651,MAC Field Scanner Season 4 Range 16 Column 14,18,14
263,PI152651,MAC Field Scanner Season 4 Range 16 Column 14,19,15
264,PI152651,MAC Field Scanner Season 4 Range 16 Column 14,27,22
265,PI152651,MAC Field Scanner Season 4 Range 16 Column 14,29,25
266,PI152651,MAC Field Scanner Season 4 Range 16 Column 14,30,26
267,PI152651,MAC Field Scanner Season 4 Range 16 Column 14,31,29
268,PI152651,MAC Field Scanner Season 4 Range 16 Column 14,36,48
269,PI152651,MAC Field Scanner Season 4 Range 16 Column 14,46,89
270,PI152651,MAC Field Scanner Season 4 Range 16 Column 14,47,95
271,PI152651,MAC Field Scanner Season 4 Range 16 Column 14,48,102
272,PI152651,MAC Field Scanner Season 4 Range 16 Column 14,50,112
273,PI152651,MAC Field Scanner Season 4 Range 16 Column 14,51,113
274,PI152651,MAC Field Scanner Season 4 Range 16 Column 14,52,117
275,PI152651,MAC Field Scanner Season 4 Range 16 Column 14,57,145
276,PI152651,MAC Field Scanner Season 4 Range 16 Column 14,58,156
277,PI152651,MAC Field Scanner Season 4 Range 16 Column 14,73,219
278,PI152651,MAC Field Scanner Season 4 Range 16 Column 14,75,232
279,PI152651,MAC Field Scanner Season 4 Range 16 Column 14,77,227
280,PI152651,MAC Field Scanner Season 4 Range 16 Column 14,78,245
281,PI152651,MAC Field Scanner Season 4 Range 16 Column 14,80,235
283,PI152694,MAC Field Scanner Season 4 Range 7 Column 15,12,11
284,PI152694,MAC Field Scanner Season 4 Range 7 Column 15,14,11
285,PI152694,MAC Field Scanner Season 4 Range 7 Column 15,15,11
286,PI152694,MAC Field Scanner Season 4 Range 7 Column 15,16,11
287,PI152694,MAC Field Scanner Season 4 Range 7 Column 15,17,12
288,PI152694,MAC Field Scanner Season 4 Range 7 Column 15,19,14
289,PI152694,MAC Field Scanner Season 4 Range 7 Column 15,27,21
290,PI152694,MAC Field Scanner Season 4 Range 7 Column 15,29,26
291,PI152694,MAC Field Scanner Season 4 Range 7 Column 15,30,29
292,PI152694,MAC Field Scanner Season 4 Range 7 Column 15,31,31
293,PI152694,MAC Field Scanner Season 4 Range 7 Column 15,36,49
294,PI152694,MAC Field Scanner Season 4 Range 7 Column 15,77,270
295,PI152694,MAC Field Scanner Season 4 Range 7 Column 15,78,263
296,PI152694,MAC Field Scanner Season 4 Range 7 Column 15,80,274
298,PI152727,MAC Field Scanner Season 4 Range 16 Column 3,12,12
299,PI152727,MAC Field Scanner Season 4 Range 16 Column 3,14,12
300,PI152727,MAC Field Scanner Season 4 Range 16 Column 3,15,11
301,PI152727,MAC Field Scanner Season 4 Range 16 Column 3,16,12
302,PI152727,MAC Field Scanner Season 4 Range 16 Column 3,17,12
303,PI152727,MAC Field Scanner Season 4 Range 16 Column 3,18,12
304,PI152727,MAC Field Scanner Season 4 Range 16 Column 3,19,13
305,PI152727,MAC Field Scanner Season 4 Range 16 Column 3,27,17
306,PI152727,MAC Field Scanner Season 4 Range 16 Column 3,29,17
307,PI152727,MAC Field Scanner Season 4 Range 16 Column 3,30,18
308,PI152727,MAC Field Scanner Season 4 Range 16 Column 3,31,17
309,PI152727,MAC Field Scanner Season 4 Range 16 Column 3,77,228
310,PI152727,MAC Field Scanner Season 4 Range 16 Column 3,78,229
311,PI152727,MAC Field Scanner Season 4 Range 16 Column 3,80,227
313,PI152727,MAC Field Scanner Season 4 Range 16 Column 4,12,11
314,PI152727,MAC Field Scanner Season 4 Range 16 Column 4,14,10
315,PI152727,MAC Field Scanner Season 4 Range 16 Column 4,15,10
316,PI152727,MAC Field Scanner Season 4 Range 16 Column 4,16,11
317,PI152727,MAC Field Scanner Season 4 Range 16 Column 4,17,11
318,PI152727,MAC Field Scanner Season 4 Range 16 Column 4,18,12
319,PI152727,MAC Field Scanner Season 4 Range 16 Column 4,19,12
320,PI152727,MAC Field Scanner Season 4 Range 16 Column 4,27,19
321,PI152727,MAC Field Scanner Season 4 Range 16 Column 4,29,21
322,PI152727,MAC Field Scanner Season 4 Range 16 Column 4,30,23
323,PI152727,MAC Field Scanner Season 4 Range 16 Column 4,31,23
324,PI152727,MAC Field Scanner Season 4 Range 16 Column 4,77,195
325,PI152727,MAC Field Scanner Season 4 Range 16 Column 4,78,191
326,PI152727,MAC Field Scanner Season 4 Range 16 Column 4,80,198
328,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,12,10
329,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,13,10
330,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,14,9
331,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,15,9
332,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,16,10
333,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,17,10
334,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,18,11
335,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,19,11
336,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,22,12
337,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,24,11
338,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,26,13
339,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,27,14
340,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,30,18
341,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,31,18
342,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,36,34
343,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,45,73
344,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,46,75
345,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,47,81
346,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,48,83
347,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,50,97
348,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,51,99
349,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,52,104
350,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,57,137
351,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,58,145
352,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,59,142
353,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,61,168
354,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,62,160
355,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,63,179
356,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,66,164
357,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,67,186
358,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,68,184
359,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,69,199
360,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,70,188
361,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,71,216
362,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,72,195
363,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,73,222
364,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,74,201
365,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,75,222
366,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,77,212
367,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,78,251
368,PI152727,MAC Field Scanner Season 4 Range 30 Column 10,80,222
370,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,12,11
371,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,13,11
372,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,14,11
373,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,15,11
374,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,16,11
375,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,17,12
376,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,18,13
377,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,19,13
378,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,22,17
379,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,24,17
380,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,26,18
381,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,27,19
382,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,30,22
383,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,31,22
384,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,36,39
385,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,45,74
386,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,46,78
387,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,47,85
388,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,48,85
389,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,50,101
390,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,51,104
391,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,52,116
392,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,57,148
393,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,58,157
394,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,59,156
395,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,61,187
396,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,62,170
397,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,63,198
398,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,66,135
399,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,67,220
400,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,68,207
401,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,69,238
402,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,70,216
403,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,71,238
404,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,72,228
405,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,73,240
406,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,74,235
407,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,75,253
408,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,77,251
409,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,78,268
410,PI152727,MAC Field Scanner Season 4 Range 30 Column 9,80,264
412,PI152728,MAC Field Scanner Season 4 Range 44 Column 5,12,10
413,PI152728,MAC Field Scanner Season 4 Range 44 Column 5,13,10
414,PI152728,MAC Field Scanner Season 4 Range 44 Column 5,14,10
