d3mIndex,type,fold,repeat
1207,TEST,0,0
1208,TEST,0,0
1209,TEST,0,0
1223,TEST,0,0
1224,TEST,0,0
1225,TEST,0,0
1226,TEST,0,0
1227,TEST,0,0
1228,TEST,0,0
1242,TEST,0,0
1243,TEST,0,0
1244,TEST,0,0
1245,TEST,0,0
1246,TEST,0,0
1247,TEST,0,0
1272,TEST,0,0
1273,TEST,0,0
1274,TEST,0,0
1275,TEST,0,0
1276,TEST,0,0
1277,TEST,0,0
1302,TEST,0,0
1303,TEST,0,0
1304,TEST,0,0
1305,TEST,0,0
1306,TEST,0,0
1307,TEST,0,0
1321,TEST,0,0
1322,TEST,0,0
1323,TEST,0,0
1324,TEST,0,0
1325,TEST,0,0
1326,TEST,0,0
1340,TEST,0,0
1341,TEST,0,0
1342,TEST,0,0
1343,TEST,0,0
1344,TEST,0,0
1345,TEST,0,0
1359,TEST,0,0
1360,TEST,0,0
1361,TEST,0,0
1362,TEST,0,0
1363,TEST,0,0
1364,TEST,0,0
1378,TEST,0,0
1379,TEST,0,0
1380,TEST,0,0
1381,TEST,0,0
1382,TEST,0,0
1383,TEST,0,0
1397,TEST,0,0
1398,TEST,0,0
1399,TEST,0,0
1400,TEST,0,0
1401,TEST,0,0
1402,TEST,0,0
1416,TEST,0,0
1417,TEST,0,0
1418,TEST,0,0
1419,TEST,0,0
1420,TEST,0,0
1421,TEST,0,0
1435,TEST,0,0
1436,TEST,0,0
1437,TEST,0,0
1438,TEST,0,0
1439,TEST,0,0
1440,TEST,0,0
1454,TEST,0,0
1455,TEST,0,0
1456,TEST,0,0
1457,TEST,0,0
1458,TEST,0,0
1459,TEST,0,0
1473,TEST,0,0
1474,TEST,0,0
1475,TEST,0,0
1476,TEST,0,0
1477,TEST,0,0
1478,TEST,0,0
1503,TEST,0,0
1504,TEST,0,0
1505,TEST,0,0
1506,TEST,0,0
1507,TEST,0,0
1508,TEST,0,0
1510,TEST,0,0
1511,TEST,0,0
1512,TEST,0,0
1513,TEST,0,0
1514,TEST,0,0
1515,TEST,0,0
1540,TEST,0,0
1541,TEST,0,0
1542,TEST,0,0
1543,TEST,0,0
1544,TEST,0,0
1545,TEST,0,0
1570,TEST,0,0
1571,TEST,0,0
1572,TEST,0,0
1573,TEST,0,0
1574,TEST,0,0
1575,TEST,0,0
1589,TEST,0,0
1590,TEST,0,0
1591,TEST,0,0
1592,TEST,0,0
1593,TEST,0,0
1594,TEST,0,0
1608,TEST,0,0
1609,TEST,0,0
1610,TEST,0,0
1611,TEST,0,0
1612,TEST,0,0
1613,TEST,0,0
1627,TEST,0,0
1628,TEST,0,0
1629,TEST,0,0
1630,TEST,0,0
1631,TEST,0,0
1632,TEST,0,0
1646,TEST,0,0
1647,TEST,0,0
1648,TEST,0,0
1649,TEST,0,0
1650,TEST,0,0
1651,TEST,0,0
1665,TEST,0,0
1666,TEST,0,0
1667,TEST,0,0
1668,TEST,0,0
1669,TEST,0,0
1670,TEST,0,0
1684,TEST,0,0
1685,TEST,0,0
1686,TEST,0,0
1687,TEST,0,0
1688,TEST,0,0
1689,TEST,0,0
1703,TEST,0,0
1704,TEST,0,0
1705,TEST,0,0
1706,TEST,0,0
1707,TEST,0,0
1708,TEST,0,0
1722,TEST,0,0
1723,TEST,0,0
1724,TEST,0,0
1725,TEST,0,0
1726,TEST,0,0
1727,TEST,0,0
1741,TEST,0,0
1742,TEST,0,0
1743,TEST,0,0
1744,TEST,0,0
1745,TEST,0,0
1746,TEST,0,0
1760,TEST,0,0
1761,TEST,0,0
1762,TEST,0,0
1763,TEST,0,0
1764,TEST,0,0
1765,TEST,0,0
1779,TEST,0,0
1780,TEST,0,0
1781,TEST,0,0
1782,TEST,0,0
1783,TEST,0,0
1784,TEST,0,0
1798,TEST,0,0
1799,TEST,0,0
1800,TEST,0,0
1801,TEST,0,0
1802,TEST,0,0
1803,TEST,0,0
1817,TEST,0,0
1818,TEST,0,0
1819,TEST,0,0
1820,TEST,0,0
1821,TEST,0,0
1822,TEST,0,0
1836,TEST,0,0
1837,TEST,0,0
1838,TEST,0,0
1839,TEST,0,0
1840,TEST,0,0
1841,TEST,0,0
1866,TEST,0,0
1867,TEST,0,0
1868,TEST,0,0
1869,TEST,0,0
1870,TEST,0,0
1871,TEST,0,0
1885,TEST,0,0
1886,TEST,0,0
1887,TEST,0,0
1888,TEST,0,0
1889,TEST,0,0
1890,TEST,0,0
1904,TEST,0,0
1905,TEST,0,0
1906,TEST,0,0
1907,TEST,0,0
1908,TEST,0,0
1909,TEST,0,0
1923,TEST,0,0
1924,TEST,0,0
1925,TEST,0,0
1926,TEST,0,0
1927,TEST,0,0
1928,TEST,0,0
1942,TEST,0,0
1943,TEST,0,0
1944,TEST,0,0
1945,TEST,0,0
1946,TEST,0,0
1947,TEST,0,0
1961,TEST,0,0
1975,TEST,0,0
1976,TEST,0,0
1977,TEST,0,0
1978,TEST,0,0
1979,TEST,0,0
1980,TEST,0,0
1994,TEST,0,0
1995,TEST,0,0
1996,TEST,0,0
1997,TEST,0,0
1998,TEST,0,0
1999,TEST,0,0
2013,TEST,0,0
2014,TEST,0,0
2015,TEST,0,0
2016,TEST,0,0
2017,TEST,0,0
2018,TEST,0,0
2032,TEST,0,0
2033,TEST,0,0
2034,TEST,0,0
2035,TEST,0,0
2036,TEST,0,0
2037,TEST,0,0
2062,TEST,0,0
2063,TEST,0,0
2064,TEST,0,0
2065,TEST,0,0
2066,TEST,0,0
2067,TEST,0,0
2092,TEST,0,0
2093,TEST,0,0
2094,TEST,0,0
2095,TEST,0,0
2096,TEST,0,0
2097,TEST,0,0
2111,TEST,0,0
2112,TEST,0,0
2113,TEST,0,0
2114,TEST,0,0
2115,TEST,0,0
2116,TEST,0,0
2130,TEST,0,0
2131,TEST,0,0
2132,TEST,0,0
2133,TEST,0,0
2134,TEST,0,0
2135,TEST,0,0
2149,TEST,0,0
2150,TEST,0,0
2151,TEST,0,0
2152,TEST,0,0
2153,TEST,0,0
2154,TEST,0,0
2168,TEST,0,0
2169,TEST,0,0
2170,TEST,0,0
2171,TEST,0,0
2172,TEST,0,0
2173,TEST,0,0
2187,TEST,0,0
2188,TEST,0,0
2189,TEST,0,0
2190,TEST,0,0
2191,TEST,0,0
2192,TEST,0,0
2206,TEST,0,0
2207,TEST,0,0
2208,TEST,0,0
2209,TEST,0,0
2210,TEST,0,0
2211,TEST,0,0
2225,TEST,0,0
2226,TEST,0,0
2227,TEST,0,0
2228,TEST,0,0
2229,TEST,0,0
2230,TEST,0,0
2244,TEST,0,0
2245,TEST,0,0
2246,TEST,0,0
2247,TEST,0,0
2248,TEST,0,0
2249,TEST,0,0
2263,TEST,0,0
2264,TEST,0,0
2265,TEST,0,0
2266,TEST,0,0
2267,TEST,0,0
2268,TEST,0,0
2282,TEST,0,0
2283,TEST,0,0
2284,TEST,0,0
2285,TEST,0,0
2286,TEST,0,0
2287,TEST,0,0
2301,TEST,0,0
2302,TEST,0,0
2303,TEST,0,0
2304,TEST,0,0
2305,TEST,0,0
2306,TEST,0,0
2320,TEST,0,0
2321,TEST,0,0
2322,TEST,0,0
2323,TEST,0,0
2324,TEST,0,0
2325,TEST,0,0
2350,TEST,0,0
2351,TEST,0,0
2352,TEST,0,0
2353,TEST,0,0
2354,TEST,0,0
2355,TEST,0,0
2380,TEST,0,0
2381,TEST,0,0
2382,TEST,0,0
2383,TEST,0,0
2384,TEST,0,0
2385,TEST,0,0
2399,TEST,0,0
2400,TEST,0,0
2401,TEST,0,0
2402,TEST,0,0
2403,TEST,0,0
2404,TEST,0,0
2418,TEST,0,0
2419,TEST,0,0
2420,TEST,0,0
2421,TEST,0,0
2422,TEST,0,0
2423,TEST,0,0
2437,TEST,0,0
2438,TEST,0,0
2439,TEST,0,0
2440,TEST,0,0
2441,TEST,0,0
2442,TEST,0,0
2456,TEST,0,0
2457,TEST,0,0
2458,TEST,0,0
2459,TEST,0,0
2460,TEST,0,0
2461,TEST,0,0
2475,TEST,0,0
2476,TEST,0,0
2477,TEST,0,0
2478,TEST,0,0
2479,TEST,0,0
2480,TEST,0,0
2494,TEST,0,0
2495,TEST,0,0
2496,TEST,0,0
2497,TEST,0,0
2498,TEST,0,0
2499,TEST,0,0
2513,TEST,0,0
2514,TEST,0,0
2515,TEST,0,0
2516,TEST,0,0
2517,TEST,0,0
2518,TEST,0,0
2532,TEST,0,0
2533,TEST,0,0
2534,TEST,0,0
2535,TEST,0,0
2536,TEST,0,0
2537,TEST,0,0
2551,TEST,0,0
2552,TEST,0,0
2553,TEST,0,0
2554,TEST,0,0
2555,TEST,0,0
2556,TEST,0,0
2570,TEST,0,0
2571,TEST,0,0
2572,TEST,0,0
2573,TEST,0,0
2574,TEST,0,0
2575,TEST,0,0
2589,TEST,0,0
2590,TEST,0,0
2591,TEST,0,0
2592,TEST,0,0
2593,TEST,0,0
2594,TEST,0,0
2608,TEST,0,0
2609,TEST,0,0
2610,TEST,0,0
2611,TEST,0,0
2612,TEST,0,0
2613,TEST,0,0
2617,TEST,0,0
2618,TEST,0,0
2619,TEST,0,0
2620,TEST,0,0
2621,TEST,0,0
2622,TEST,0,0
2647,TEST,0,0
2648,TEST,0,0
2649,TEST,0,0
2650,TEST,0,0
2651,TEST,0,0
2676,TEST,0,0
2677,TEST,0,0
2678,TEST,0,0
2679,TEST,0,0
2680,TEST,0,0
2705,TEST,0,0
2706,TEST,0,0
2707,TEST,0,0
2708,TEST,0,0
2709,TEST,0,0
2734,TEST,0,0
2735,TEST,0,0
2736,TEST,0,0
2737,TEST,0,0
2738,TEST,0,0
2763,TEST,0,0
2764,TEST,0,0
2765,TEST,0,0
2766,TEST,0,0
2767,TEST,0,0
2792,TEST,0,0
2793,TEST,0,0
2794,TEST,0,0
2795,TEST,0,0
2796,TEST,0,0
2821,TEST,0,0
2822,TEST,0,0
2823,TEST,0,0
2824,TEST,0,0
2825,TEST,0,0
2850,TEST,0,0
2851,TEST,0,0
2852,TEST,0,0
2853,TEST,0,0
2854,TEST,0,0
2879,TEST,0,0
2880,TEST,0,0
2881,TEST,0,0
2882,TEST,0,0
2883,TEST,0,0
2908,TEST,0,0
2909,TEST,0,0
2910,TEST,0,0
2911,TEST,0,0
2912,TEST,0,0
2937,TEST,0,0
2938,TEST,0,0
2939,TEST,0,0
2940,TEST,0,0
2941,TEST,0,0
2966,TEST,0,0
2967,TEST,0,0
2968,TEST,0,0
2969,TEST,0,0
2970,TEST,0,0
2995,TEST,0,0
2996,TEST,0,0
2997,TEST,0,0
2998,TEST,0,0
2999,TEST,0,0
3024,TEST,0,0
3025,TEST,0,0
3026,TEST,0,0
3027,TEST,0,0
3028,TEST,0,0
3053,TEST,0,0
3054,TEST,0,0
3055,TEST,0,0
3056,TEST,0,0
3057,TEST,0,0
3082,TEST,0,0
3083,TEST,0,0
3084,TEST,0,0
3085,TEST,0,0
3086,TEST,0,0
3111,TEST,0,0
3112,TEST,0,0
3113,TEST,0,0
3114,TEST,0,0
3115,TEST,0,0
3140,TEST,0,0
3141,TEST,0,0
3142,TEST,0,0
3143,TEST,0,0
3144,TEST,0,0
3169,TEST,0,0
3170,TEST,0,0
3171,TEST,0,0
3172,TEST,0,0
3173,TEST,0,0
3198,TEST,0,0
3199,TEST,0,0
3200,TEST,0,0
3201,TEST,0,0
3202,TEST,0,0
3227,TEST,0,0
3228,TEST,0,0
3229,TEST,0,0
3230,TEST,0,0
3231,TEST,0,0
3256,TEST,0,0
3257,TEST,0,0
3258,TEST,0,0
3259,TEST,0,0
3260,TEST,0,0
3285,TEST,0,0
3286,TEST,0,0
3287,TEST,0,0
3288,TEST,0,0
3289,TEST,0,0
3314,TEST,0,0
3315,TEST,0,0
3316,TEST,0,0
3317,TEST,0,0
3318,TEST,0,0
3343,TEST,0,0
3344,TEST,0,0
3345,TEST,0,0
3346,TEST,0,0
3347,TEST,0,0
3372,TEST,0,0
3373,TEST,0,0
3374,TEST,0,0
3375,TEST,0,0
3376,TEST,0,0
3401,TEST,0,0
3402,TEST,0,0
3403,TEST,0,0
3404,TEST,0,0
3405,TEST,0,0
3430,TEST,0,0
3431,TEST,0,0
3432,TEST,0,0
3433,TEST,0,0
3434,TEST,0,0
3459,TEST,0,0
3460,TEST,0,0
3461,TEST,0,0
3462,TEST,0,0
3463,TEST,0,0
3488,TEST,0,0
3489,TEST,0,0
3490,TEST,0,0
3491,TEST,0,0
3492,TEST,0,0
3517,TEST,0,0
3518,TEST,0,0
3519,TEST,0,0
3520,TEST,0,0
3521,TEST,0,0
3546,TEST,0,0
3547,TEST,0,0
3548,TEST,0,0
3549,TEST,0,0
3550,TEST,0,0
3575,TEST,0,0
3576,TEST,0,0
3577,TEST,0,0
3578,TEST,0,0
3579,TEST,0,0
3604,TEST,0,0
3605,TEST,0,0
3606,TEST,0,0
3607,TEST,0,0
3608,TEST,0,0
3633,TEST,0,0
3634,TEST,0,0
3635,TEST,0,0
3636,TEST,0,0
3637,TEST,0,0
3662,TEST,0,0
3663,TEST,0,0
3664,TEST,0,0
3665,TEST,0,0
3666,TEST,0,0
3691,TEST,0,0
3692,TEST,0,0
3693,TEST,0,0
3694,TEST,0,0
3695,TEST,0,0
3720,TEST,0,0
3721,TEST,0,0
3722,TEST,0,0
3723,TEST,0,0
3724,TEST,0,0
3749,TEST,0,0
3750,TEST,0,0
3751,TEST,0,0
3752,TEST,0,0
3753,TEST,0,0
3778,TEST,0,0
3779,TEST,0,0
3780,TEST,0,0
3781,TEST,0,0
3782,TEST,0,0
3807,TEST,0,0
3808,TEST,0,0
3809,TEST,0,0
3810,TEST,0,0
3811,TEST,0,0
3812,TEST,0,0
3837,TEST,0,0
3838,TEST,0,0
3839,TEST,0,0
3840,TEST,0,0
3841,TEST,0,0
3842,TEST,0,0
3849,TEST,0,0
3850,TEST,0,0
3851,TEST,0,0
3852,TEST,0,0
3853,TEST,0,0
3854,TEST,0,0
3879,TEST,0,0
3880,TEST,0,0
3881,TEST,0,0
3882,TEST,0,0
3883,TEST,0,0
3884,TEST,0,0
3909,TEST,0,0
3910,TEST,0,0
3911,TEST,0,0
3912,TEST,0,0
3913,TEST,0,0
3914,TEST,0,0
3939,TEST,0,0
3940,TEST,0,0
3941,TEST,0,0
3942,TEST,0,0
3943,TEST,0,0
3944,TEST,0,0
3969,TEST,0,0
3970,TEST,0,0
3971,TEST,0,0
3972,TEST,0,0
3973,TEST,0,0
3974,TEST,0,0
3999,TEST,0,0
4000,TEST,0,0
4001,TEST,0,0
4002,TEST,0,0
4003,TEST,0,0
4004,TEST,0,0
4029,TEST,0,0
4030,TEST,0,0
4031,TEST,0,0
4032,TEST,0,0
4033,TEST,0,0
4034,TEST,0,0
4059,TEST,0,0
4060,TEST,0,0
4061,TEST,0,0
4062,TEST,0,0
4063,TEST,0,0
4064,TEST,0,0
4089,TEST,0,0
4090,TEST,0,0
4091,TEST,0,0
4092,TEST,0,0
4093,TEST,0,0
4094,TEST,0,0
4119,TEST,0,0
4120,TEST,0,0
4121,TEST,0,0
4122,TEST,0,0
4123,TEST,0,0
4124,TEST,0,0
4149,TEST,0,0
4150,TEST,0,0
4151,TEST,0,0
4152,TEST,0,0
4153,TEST,0,0
4154,TEST,0,0
4179,TEST,0,0
4180,TEST,0,0
4181,TEST,0,0
4182,TEST,0,0
4183,TEST,0,0
4184,TEST,0,0
4191,TEST,0,0
4192,TEST,0,0
4193,TEST,0,0
4194,TEST,0,0
4195,TEST,0,0
4196,TEST,0,0
4203,TEST,0,0
4204,TEST,0,0
4205,TEST,0,0
4206,TEST,0,0
4207,TEST,0,0
4208,TEST,0,0
4215,TEST,0,0
4216,TEST,0,0
4217,TEST,0,0
4218,TEST,0,0
4219,TEST,0,0
4220,TEST,0,0
4227,TEST,0,0
4228,TEST,0,0
4229,TEST,0,0
4230,TEST,0,0
4231,TEST,0,0
4232,TEST,0,0
4239,TEST,0,0
4240,TEST,0,0
4241,TEST,0,0
4242,TEST,0,0
4243,TEST,0,0
4244,TEST,0,0
4251,TEST,0,0
4252,TEST,0,0
4253,TEST,0,0
4254,TEST,0,0
4255,TEST,0,0
4256,TEST,0,0
4263,TEST,0,0
4264,TEST,0,0
4265,TEST,0,0
4266,TEST,0,0
4267,TEST,0,0
4268,TEST,0,0
4275,TEST,0,0
4276,TEST,0,0
4277,TEST,0,0
4278,TEST,0,0
4279,TEST,0,0
4280,TEST,0,0
4287,TEST,0,0
4288,TEST,0,0
4289,TEST,0,0
4290,TEST,0,0
4291,TEST,0,0
4292,TEST,0,0
4299,TEST,0,0
4300,TEST,0,0
4301,TEST,0,0
4302,TEST,0,0
4303,TEST,0,0
4304,TEST,0,0
4311,TEST,0,0
4312,TEST,0,0
4313,TEST,0,0
4314,TEST,0,0
4315,TEST,0,0
4316,TEST,0,0
4323,TEST,0,0
4324,TEST,0,0
4325,TEST,0,0
4326,TEST,0,0
4327,TEST,0,0
4328,TEST,0,0
4335,TEST,0,0
4336,TEST,0,0
4337,TEST,0,0
4338,TEST,0,0
4339,TEST,0,0
4340,TEST,0,0
4365,TEST,0,0
4366,TEST,0,0
4367,TEST,0,0
4368,TEST,0,0
4369,TEST,0,0
4370,TEST,0,0
4395,TEST,0,0
4396,TEST,0,0
4397,TEST,0,0
4398,TEST,0,0
4399,TEST,0,0
4400,TEST,0,0
4425,TEST,0,0
4426,TEST,0,0
4427,TEST,0,0
4428,TEST,0,0
4429,TEST,0,0
4430,TEST,0,0
4455,TEST,0,0
4456,TEST,0,0
4457,TEST,0,0
4458,TEST,0,0
4459,TEST,0,0
4460,TEST,0,0
4485,TEST,0,0
4486,TEST,0,0
4487,TEST,0,0
4488,TEST,0,0
4489,TEST,0,0
4490,TEST,0,0
4515,TEST,0,0
4516,TEST,0,0
4517,TEST,0,0
4518,TEST,0,0
4519,TEST,0,0
4520,TEST,0,0
4545,TEST,0,0
4546,TEST,0,0
4547,TEST,0,0
4548,TEST,0,0
4549,TEST,0,0
4550,TEST,0,0
4575,TEST,0,0
4576,TEST,0,0
4577,TEST,0,0
4578,TEST,0,0
4579,TEST,0,0
4580,TEST,0,0
4605,TEST,0,0
4606,TEST,0,0
4607,TEST,0,0
4608,TEST,0,0
4609,TEST,0,0
4610,TEST,0,0
4635,TEST,0,0
4636,TEST,0,0
4637,TEST,0,0
4638,TEST,0,0
4639,TEST,0,0
4640,TEST,0,0
4665,TEST,0,0
4666,TEST,0,0
4667,TEST,0,0
4668,TEST,0,0
4669,TEST,0,0
4670,TEST,0,0
4695,TEST,0,0
4696,TEST,0,0
4697,TEST,0,0
4698,TEST,0,0
4699,TEST,0,0
4700,TEST,0,0
4725,TEST,0,0
4726,TEST,0,0
4727,TEST,0,0
4728,TEST,0,0
4729,TEST,0,0
4730,TEST,0,0
4755,TEST,0,0
4756,TEST,0,0
4757,TEST,0,0
4758,TEST,0,0
4759,TEST,0,0
4760,TEST,0,0
4785,TEST,0,0
4786,TEST,0,0
4787,TEST,0,0
4788,TEST,0,0
4789,TEST,0,0
4790,TEST,0,0
4815,TEST,0,0
4816,TEST,0,0
4817,TEST,0,0
4818,TEST,0,0
4819,TEST,0,0
4820,TEST,0,0
4845,TEST,0,0
4846,TEST,0,0
4847,TEST,0,0
4848,TEST,0,0
4849,TEST,0,0
4850,TEST,0,0
4875,TEST,0,0
4876,TEST,0,0
4877,TEST,0,0
4878,TEST,0,0
4879,TEST,0,0
4880,TEST,0,0
4905,TEST,0,0
4906,TEST,0,0
4907,TEST,0,0
4908,TEST,0,0
4909,TEST,0,0
4910,TEST,0,0
4924,TEST,0,0
4925,TEST,0,0
4926,TEST,0,0
4927,TEST,0,0
4928,TEST,0,0
4929,TEST,0,0
4954,TEST,0,0
4955,TEST,0,0
4956,TEST,0,0
4957,TEST,0,0
4958,TEST,0,0
4959,TEST,0,0
4984,TEST,0,0
4985,TEST,0,0
4986,TEST,0,0
4987,TEST,0,0
4988,TEST,0,0
4989,TEST,0,0
5014,TEST,0,0
5015,TEST,0,0
5016,TEST,0,0
5017,TEST,0,0
5018,TEST,0,0
5019,TEST,0,0
5044,TEST,0,0
5045,TEST,0,0
5046,TEST,0,0
5047,TEST,0,0
5048,TEST,0,0
5049,TEST,0,0
5093,TEST,0,0
5094,TEST,0,0
5095,TEST,0,0
5096,TEST,0,0
5097,TEST,0,0
5098,TEST,0,0
5142,TEST,0,0
5143,TEST,0,0
5144,TEST,0,0
5145,TEST,0,0
5146,TEST,0,0
5147,TEST,0,0
5172,TEST,0,0
5173,TEST,0,0
5174,TEST,0,0
5175,TEST,0,0
5176,TEST,0,0
5177,TEST,0,0
5202,TEST,0,0
5203,TEST,0,0
5204,TEST,0,0
