d3mIndex,type,fold,repeat
1385,TEST,0,0
1390,TEST,0,0
1392,TEST,0,0
1401,TEST,0,0
1408,TEST,0,0
1409,TEST,0,0
1421,TEST,0,0
1424,TEST,0,0
1434,TEST,0,0
1437,TEST,0,0
1440,TEST,0,0
1447,TEST,0,0
1459,TEST,0,0
1460,TEST,0,0
1472,TEST,0,0
1475,TEST,0,0
1490,TEST,0,0
1491,TEST,0,0
1493,TEST,0,0
1498,TEST,0,0
1499,TEST,0,0
1503,TEST,0,0
1504,TEST,0,0
1506,TEST,0,0
1512,TEST,0,0
1516,TEST,0,0
1526,TEST,0,0
1530,TEST,0,0
1537,TEST,0,0
1539,TEST,0,0
1551,TEST,0,0
1556,TEST,0,0
1557,TEST,0,0
1559,TEST,0,0
1563,TEST,0,0
1565,TEST,0,0
1576,TEST,0,0
1582,TEST,0,0
1583,TEST,0,0
1585,TEST,0,0
1592,TEST,0,0
1595,TEST,0,0
1601,TEST,0,0
1603,TEST,0,0
1610,TEST,0,0
1611,TEST,0,0
1615,TEST,0,0
1620,TEST,0,0
1622,TEST,0,0
1623,TEST,0,0
1625,TEST,0,0
1628,TEST,0,0
1641,TEST,0,0
1642,TEST,0,0
1644,TEST,0,0
1647,TEST,0,0
1656,TEST,0,0
1658,TEST,0,0
1671,TEST,0,0
1675,TEST,0,0
1681,TEST,0,0
1685,TEST,0,0
1694,TEST,0,0
1702,TEST,0,0
1715,TEST,0,0
1716,TEST,0,0
1720,TEST,0,0
1721,TEST,0,0
1725,TEST,0,0
1727,TEST,0,0
1749,TEST,0,0
1753,TEST,0,0
1761,TEST,0,0
1764,TEST,0,0
1765,TEST,0,0
1769,TEST,0,0
1771,TEST,0,0
1779,TEST,0,0
1785,TEST,0,0
1793,TEST,0,0
1800,TEST,0,0
1802,TEST,0,0
1803,TEST,0,0
1805,TEST,0,0
1815,TEST,0,0
1817,TEST,0,0
1822,TEST,0,0
1824,TEST,0,0
1830,TEST,0,0
1848,TEST,0,0
1854,TEST,0,0
1855,TEST,0,0
1858,TEST,0,0
1859,TEST,0,0
1860,TEST,0,0
1862,TEST,0,0
1887,TEST,0,0
1891,TEST,0,0
1898,TEST,0,0
1900,TEST,0,0
1910,TEST,0,0
1914,TEST,0,0
1919,TEST,0,0
1923,TEST,0,0
1925,TEST,0,0
1932,TEST,0,0
1946,TEST,0,0
1948,TEST,0,0
1960,TEST,0,0
1964,TEST,0,0
1965,TEST,0,0
1968,TEST,0,0
1971,TEST,0,0
1978,TEST,0,0
1979,TEST,0,0
1992,TEST,0,0
2015,TEST,0,0
2022,TEST,0,0
2038,TEST,0,0
2039,TEST,0,0
2043,TEST,0,0
2050,TEST,0,0
2052,TEST,0,0
2053,TEST,0,0
2081,TEST,0,0
2087,TEST,0,0
2088,TEST,0,0
2095,TEST,0,0
2102,TEST,0,0
2107,TEST,0,0
2108,TEST,0,0
2111,TEST,0,0
2127,TEST,0,0
2132,TEST,0,0
2144,TEST,0,0
2149,TEST,0,0
2174,TEST,0,0
2181,TEST,0,0
2184,TEST,0,0
2204,TEST,0,0
2207,TEST,0,0
2209,TEST,0,0
2211,TEST,0,0
2212,TEST,0,0
2217,TEST,0,0
2218,TEST,0,0
2252,TEST,0,0
2254,TEST,0,0
2259,TEST,0,0
2261,TEST,0,0
2263,TEST,0,0
2264,TEST,0,0
2269,TEST,0,0
2271,TEST,0,0
2275,TEST,0,0
2283,TEST,0,0
2284,TEST,0,0
2285,TEST,0,0
2288,TEST,0,0
2304,TEST,0,0
2311,TEST,0,0
2312,TEST,0,0
2317,TEST,0,0
2322,TEST,0,0
2324,TEST,0,0
2331,TEST,0,0
2332,TEST,0,0
2343,TEST,0,0
2345,TEST,0,0
2370,TEST,0,0
2378,TEST,0,0
2389,TEST,0,0
2408,TEST,0,0
2409,TEST,0,0
2422,TEST,0,0
2426,TEST,0,0
2427,TEST,0,0
2429,TEST,0,0
2432,TEST,0,0
2433,TEST,0,0
2436,TEST,0,0
2437,TEST,0,0
2438,TEST,0,0
2440,TEST,0,0
2441,TEST,0,0
2445,TEST,0,0
2447,TEST,0,0
2453,TEST,0,0
2460,TEST,0,0
2465,TEST,0,0
2468,TEST,0,0
2475,TEST,0,0
2496,TEST,0,0
2505,TEST,0,0
2506,TEST,0,0
2510,TEST,0,0
2511,TEST,0,0
2524,TEST,0,0
2525,TEST,0,0
2529,TEST,0,0
2531,TEST,0,0
2536,TEST,0,0
2541,TEST,0,0
2553,TEST,0,0
2554,TEST,0,0
2558,TEST,0,0
2562,TEST,0,0
2566,TEST,0,0
2574,TEST,0,0
2576,TEST,0,0
2584,TEST,0,0
2586,TEST,0,0
2592,TEST,0,0
2594,TEST,0,0
2595,TEST,0,0
2604,TEST,0,0
2610,TEST,0,0
2612,TEST,0,0
2618,TEST,0,0
2620,TEST,0,0
2624,TEST,0,0
2626,TEST,0,0
2631,TEST,0,0
2632,TEST,0,0
2635,TEST,0,0
2638,TEST,0,0
2642,TEST,0,0
2644,TEST,0,0
2649,TEST,0,0
2656,TEST,0,0
2667,TEST,0,0
2672,TEST,0,0
2675,TEST,0,0
2676,TEST,0,0
2679,TEST,0,0
2681,TEST,0,0
2685,TEST,0,0
2687,TEST,0,0
2689,TEST,0,0
2691,TEST,0,0
2692,TEST,0,0
2693,TEST,0,0
2697,TEST,0,0
2699,TEST,0,0
2704,TEST,0,0
2706,TEST,0,0
2707,TEST,0,0
2709,TEST,0,0
2722,TEST,0,0
2727,TEST,0,0
2728,TEST,0,0
2731,TEST,0,0
2733,TEST,0,0
2736,TEST,0,0
2739,TEST,0,0
2744,TEST,0,0
2748,TEST,0,0
2749,TEST,0,0
2751,TEST,0,0
2753,TEST,0,0
2758,TEST,0,0
2762,TEST,0,0
2765,TEST,0,0
2767,TEST,0,0
2769,TEST,0,0
2775,TEST,0,0
2777,TEST,0,0
2779,TEST,0,0
2785,TEST,0,0
2790,TEST,0,0
2791,TEST,0,0
2798,TEST,0,0
2799,TEST,0,0
2802,TEST,0,0
2803,TEST,0,0
2805,TEST,0,0
2813,TEST,0,0
2819,TEST,0,0
2821,TEST,0,0
2825,TEST,0,0
2826,TEST,0,0
2827,TEST,0,0
2831,TEST,0,0
2836,TEST,0,0
2840,TEST,0,0
2845,TEST,0,0
2849,TEST,0,0
2854,TEST,0,0
2855,TEST,0,0
2858,TEST,0,0
2860,TEST,0,0
2874,TEST,0,0
2881,TEST,0,0
2887,TEST,0,0
2898,TEST,0,0
2904,TEST,0,0
2906,TEST,0,0
2908,TEST,0,0
2909,TEST,0,0
2913,TEST,0,0
2918,TEST,0,0
2919,TEST,0,0
2924,TEST,0,0
2925,TEST,0,0
2926,TEST,0,0
2935,TEST,0,0
2937,TEST,0,0
2951,TEST,0,0
2955,TEST,0,0
2962,TEST,0,0
2967,TEST,0,0
2968,TEST,0,0
2973,TEST,0,0
2974,TEST,0,0
2977,TEST,0,0
2981,TEST,0,0
2987,TEST,0,0
2988,TEST,0,0
2998,TEST,0,0
3003,TEST,0,0
3007,TEST,0,0
3008,TEST,0,0
3009,TEST,0,0
3012,TEST,0,0
3014,TEST,0,0
3017,TEST,0,0
3025,TEST,0,0
3027,TEST,0,0
3031,TEST,0,0
3032,TEST,0,0
3034,TEST,0,0
3041,TEST,0,0
3043,TEST,0,0
3060,TEST,0,0
3071,TEST,0,0
3075,TEST,0,0
3080,TEST,0,0
3083,TEST,0,0
3084,TEST,0,0
3085,TEST,0,0
3086,TEST,0,0
3093,TEST,0,0
3094,TEST,0,0
3097,TEST,0,0
3109,TEST,0,0
3111,TEST,0,0
3113,TEST,0,0
3118,TEST,0,0
3125,TEST,0,0
3132,TEST,0,0
3139,TEST,0,0
3148,TEST,0,0
3149,TEST,0,0
3153,TEST,0,0
3155,TEST,0,0
3157,TEST,0,0
3160,TEST,0,0
3178,TEST,0,0
3179,TEST,0,0
3184,TEST,0,0
3188,TEST,0,0
3190,TEST,0,0
3195,TEST,0,0
3206,TEST,0,0
3207,TEST,0,0
3214,TEST,0,0
3219,TEST,0,0
3224,TEST,0,0
3227,TEST,0,0
3228,TEST,0,0
3234,TEST,0,0
3241,TEST,0,0
3245,TEST,0,0
3247,TEST,0,0
3249,TEST,0,0
3252,TEST,0,0
3254,TEST,0,0
3256,TEST,0,0
3267,TEST,0,0
3268,TEST,0,0
3287,TEST,0,0
3294,TEST,0,0
3300,TEST,0,0
3313,TEST,0,0
3321,TEST,0,0
3322,TEST,0,0
3323,TEST,0,0
3328,TEST,0,0
3332,TEST,0,0
3334,TEST,0,0
3339,TEST,0,0
3340,TEST,0,0
3341,TEST,0,0
3343,TEST,0,0
3351,TEST,0,0
3369,TEST,0,0
3370,TEST,0,0
3375,TEST,0,0
3378,TEST,0,0
3389,TEST,0,0
3392,TEST,0,0
3393,TEST,0,0
3404,TEST,0,0
3416,TEST,0,0
3422,TEST,0,0
3425,TEST,0,0
3431,TEST,0,0
3435,TEST,0,0
3436,TEST,0,0
3437,TEST,0,0
3444,TEST,0,0
3455,TEST,0,0
3460,TEST,0,0
3465,TEST,0,0
3468,TEST,0,0
3475,TEST,0,0
3479,TEST,0,0
3482,TEST,0,0
3493,TEST,0,0
3511,TEST,0,0
3518,TEST,0,0
3519,TEST,0,0
3540,TEST,0,0
3550,TEST,0,0
3552,TEST,0,0
3556,TEST,0,0
3559,TEST,0,0
3561,TEST,0,0
3562,TEST,0,0
3568,TEST,0,0
3570,TEST,0,0
3580,TEST,0,0
3581,TEST,0,0
3582,TEST,0,0
3584,TEST,0,0
3586,TEST,0,0
3588,TEST,0,0
3600,TEST,0,0
3604,TEST,0,0
3606,TEST,0,0
3611,TEST,0,0
3612,TEST,0,0
3616,TEST,0,0
3618,TEST,0,0
3621,TEST,0,0
3636,TEST,0,0
3637,TEST,0,0
3643,TEST,0,0
3645,TEST,0,0
3655,TEST,0,0
3657,TEST,0,0
3659,TEST,0,0
3666,TEST,0,0
3674,TEST,0,0
3682,TEST,0,0
3684,TEST,0,0
3685,TEST,0,0
3686,TEST,0,0
3687,TEST,0,0
3693,TEST,0,0
3709,TEST,0,0
3711,TEST,0,0
3713,TEST,0,0
3724,TEST,0,0
3726,TEST,0,0
3728,TEST,0,0
3730,TEST,0,0
3732,TEST,0,0
3745,TEST,0,0
3750,TEST,0,0
3756,TEST,0,0
3770,TEST,0,0
3777,TEST,0,0
3781,TEST,0,0
3785,TEST,0,0
3787,TEST,0,0
3789,TEST,0,0
3790,TEST,0,0
3791,TEST,0,0
3793,TEST,0,0
3801,TEST,0,0
3806,TEST,0,0
3810,TEST,0,0
3812,TEST,0,0
3817,TEST,0,0
3821,TEST,0,0
3822,TEST,0,0
3823,TEST,0,0
3829,TEST,0,0
3833,TEST,0,0
3836,TEST,0,0
3841,TEST,0,0
3846,TEST,0,0
3851,TEST,0,0
3870,TEST,0,0
3872,TEST,0,0
3876,TEST,0,0
3887,TEST,0,0
3896,TEST,0,0
3904,TEST,0,0
3911,TEST,0,0
3919,TEST,0,0
3924,TEST,0,0
3926,TEST,0,0
3927,TEST,0,0
3931,TEST,0,0
3933,TEST,0,0
3935,TEST,0,0
3936,TEST,0,0
3937,TEST,0,0
3947,TEST,0,0
3948,TEST,0,0
3949,TEST,0,0
3953,TEST,0,0
3966,TEST,0,0
3969,TEST,0,0
3974,TEST,0,0
3975,TEST,0,0
3983,TEST,0,0
3986,TEST,0,0
3989,TEST,0,0
3994,TEST,0,0
3997,TEST,0,0
4004,TEST,0,0
4010,TEST,0,0
4016,TEST,0,0
4020,TEST,0,0
4021,TEST,0,0
4025,TEST,0,0
4032,TEST,0,0
4040,TEST,0,0
4044,TEST,0,0
4048,TEST,0,0
4056,TEST,0,0
4065,TEST,0,0
4069,TEST,0,0
4070,TEST,0,0
4076,TEST,0,0
4077,TEST,0,0
4080,TEST,0,0
4081,TEST,0,0
4083,TEST,0,0
4084,TEST,0,0
4088,TEST,0,0
4089,TEST,0,0
4090,TEST,0,0
4092,TEST,0,0
4096,TEST,0,0
4097,TEST,0,0
4102,TEST,0,0
4106,TEST,0,0
4107,TEST,0,0
4113,TEST,0,0
4114,TEST,0,0
4115,TEST,0,0
4120,TEST,0,0
4127,TEST,0,0
4134,TEST,0,0
4141,TEST,0,0
4143,TEST,0,0
4150,TEST,0,0
4162,TEST,0,0
4169,TEST,0,0
4173,TEST,0,0
4186,TEST,0,0
4201,TEST,0,0
4207,TEST,0,0
4215,TEST,0,0
4217,TEST,0,0
4224,TEST,0,0
4227,TEST,0,0
4228,TEST,0,0
4230,TEST,0,0
4245,TEST,0,0
4248,TEST,0,0
4252,TEST,0,0
4253,TEST,0,0
4254,TEST,0,0
4274,TEST,0,0
4275,TEST,0,0
4285,TEST,0,0
4287,TEST,0,0
4288,TEST,0,0
4289,TEST,0,0
4291,TEST,0,0
4293,TEST,0,0
4294,TEST,0,0
4295,TEST,0,0
4296,TEST,0,0
4302,TEST,0,0
4303,TEST,0,0
4304,TEST,0,0
4305,TEST,0,0
4309,TEST,0,0
4311,TEST,0,0
4315,TEST,0,0
4320,TEST,0,0
4324,TEST,0,0
4337,TEST,0,0
4338,TEST,0,0
4348,TEST,0,0
4349,TEST,0,0
4350,TEST,0,0
4352,TEST,0,0
4363,TEST,0,0
4365,TEST,0,0
4366,TEST,0,0
4376,TEST,0,0
4380,TEST,0,0
4400,TEST,0,0
4407,TEST,0,0
4410,TEST,0,0
4415,TEST,0,0
4427,TEST,0,0
4430,TEST,0,0
4449,TEST,0,0
4456,TEST,0,0
4464,TEST,0,0
4465,TEST,0,0
4468,TEST,0,0
4471,TEST,0,0
4486,TEST,0,0
4490,TEST,0,0
4492,TEST,0,0
4496,TEST,0,0
4500,TEST,0,0
4501,TEST,0,0
4507,TEST,0,0
4509,TEST,0,0
4511,TEST,0,0
4521,TEST,0,0
4534,TEST,0,0
4544,TEST,0,0
4547,TEST,0,0
4554,TEST,0,0
4555,TEST,0,0
4557,TEST,0,0
4560,TEST,0,0
4563,TEST,0,0
4566,TEST,0,0
4573,TEST,0,0
4575,TEST,0,0
4577,TEST,0,0
4580,TEST,0,0
4581,TEST,0,0
4584,TEST,0,0
4586,TEST,0,0
4589,TEST,0,0
4590,TEST,0,0
4602,TEST,0,0
4603,TEST,0,0
4607,TEST,0,0
4609,TEST,0,0
4611,TEST,0,0
4612,TEST,0,0
4616,TEST,0,0
4618,TEST,0,0
4625,TEST,0,0
4629,TEST,0,0
4633,TEST,0,0
4649,TEST,0,0
4664,TEST,0,0
4669,TEST,0,0
4670,TEST,0,0
4671,TEST,0,0
4674,TEST,0,0
4675,TEST,0,0
4687,TEST,0,0
4690,TEST,0,0
4691,TEST,0,0
4692,TEST,0,0
4693,TEST,0,0
4709,TEST,0,0
4715,TEST,0,0
4718,TEST,0,0
4721,TEST,0,0
4723,TEST,0,0
4732,TEST,0,0
4738,TEST,0,0
4743,TEST,0,0
4749,TEST,0,0
4765,TEST,0,0
4770,TEST,0,0
4775,TEST,0,0
4782,TEST,0,0
4786,TEST,0,0
4789,TEST,0,0
4792,TEST,0,0
4794,TEST,0,0
4805,TEST,0,0
4806,TEST,0,0
4817,TEST,0,0
4822,TEST,0,0
4825,TEST,0,0
4828,TEST,0,0
4831,TEST,0,0
4834,TEST,0,0
4843,TEST,0,0
4848,TEST,0,0
4855,TEST,0,0
4859,TEST,0,0
4862,TEST,0,0
4864,TEST,0,0
4866,TEST,0,0
4874,TEST,0,0
4877,TEST,0,0
4882,TEST,0,0
4889,TEST,0,0
4891,TEST,0,0
4914,TEST,0,0
4916,TEST,0,0
4918,TEST,0,0
4920,TEST,0,0
4929,TEST,0,0
4931,TEST,0,0
4932,TEST,0,0
4934,TEST,0,0
4948,TEST,0,0
4950,TEST,0,0
4966,TEST,0,0
4968,TEST,0,0
4969,TEST,0,0
4981,TEST,0,0
4982,TEST,0,0
4987,TEST,0,0
4997,TEST,0,0
4998,TEST,0,0
5008,TEST,0,0
5017,TEST,0,0
5018,TEST,0,0
5020,TEST,0,0
5029,TEST,0,0
5030,TEST,0,0
5033,TEST,0,0
5034,TEST,0,0
5039,TEST,0,0
5043,TEST,0,0
5051,TEST,0,0
5056,TEST,0,0
5057,TEST,0,0
5068,TEST,0,0
5073,TEST,0,0
5076,TEST,0,0
5078,TEST,0,0
5087,TEST,0,0
5095,TEST,0,0
5096,TEST,0,0
5101,TEST,0,0
5104,TEST,0,0
5115,TEST,0,0
5119,TEST,0,0
5127,TEST,0,0
5132,TEST,0,0
5135,TEST,0,0
5138,TEST,0,0
5151,TEST,0,0
5156,TEST,0,0
5165,TEST,0,0
5174,TEST,0,0
5209,TEST,0,0
5213,TEST,0,0
5215,TEST,0,0
5216,TEST,0,0
5218,TEST,0,0
5226,TEST,0,0
5232,TEST,0,0
5238,TEST,0,0
5242,TEST,0,0
5252,TEST,0,0
5260,TEST,0,0
5272,TEST,0,0
5273,TEST,0,0
5275,TEST,0,0
5285,TEST,0,0
5289,TEST,0,0
5293,TEST,0,0
5300,TEST,0,0
5313,TEST,0,0
5321,TEST,0,0
5329,TEST,0,0
5331,TEST,0,0
5340,TEST,0,0
5342,TEST,0,0
5344,TEST,0,0
5347,TEST,0,0
5349,TEST,0,0
5358,TEST,0,0
5361,TEST,0,0
5371,TEST,0,0
5383,TEST,0,0
5388,TEST,0,0
5392,TEST,0,0
5394,TEST,0,0
5396,TEST,0,0
5398,TEST,0,0
5401,TEST,0,0
5405,TEST,0,0
5406,TEST,0,0
5413,TEST,0,0
5415,TEST,0,0
5421,TEST,0,0
5424,TEST,0,0
5428,TEST,0,0
5430,TEST,0,0
5442,TEST,0,0
5443,TEST,0,0
5447,TEST,0,0
5452,TEST,0,0
5456,TEST,0,0
5461,TEST,0,0
5464,TEST,0,0
5465,TEST,0,0
5467,TEST,0,0
5472,TEST,0,0
5473,TEST,0,0
5479,TEST,0,0
5481,TEST,0,0
5487,TEST,0,0
5491,TEST,0,0
5495,TEST,0,0
5496,TEST,0,0
5500,TEST,0,0
5502,TEST,0,0
5504,TEST,0,0
5505,TEST,0,0
5510,TEST,0,0
5513,TEST,0,0
5528,TEST,0,0
5530,TEST,0,0
5536,TEST,0,0
5540,TEST,0,0
5542,TEST,0,0
5543,TEST,0,0
5544,TEST,0,0
5549,TEST,0,0
5550,TEST,0,0
5551,TEST,0,0
5560,TEST,0,0
5564,TEST,0,0
5565,TEST,0,0
5567,TEST,0,0
5569,TEST,0,0
5578,TEST,0,0
5600,TEST,0,0
5607,TEST,0,0
5609,TEST,0,0
5611,TEST,0,0
5620,TEST,0,0
5622,TEST,0,0
5625,TEST,0,0
5629,TEST,0,0
5630,TEST,0,0
5632,TEST,0,0
5640,TEST,0,0
5648,TEST,0,0
5651,TEST,0,0
5653,TEST,0,0
5660,TEST,0,0
5661,TEST,0,0
5664,TEST,0,0
5667,TEST,0,0
5670,TEST,0,0
5674,TEST,0,0
5683,TEST,0,0
5686,TEST,0,0
5687,TEST,0,0
5690,TEST,0,0
5693,TEST,0,0
5694,TEST,0,0
5698,TEST,0,0
5718,TEST,0,0
5719,TEST,0,0
5726,TEST,0,0
5734,TEST,0,0
5738,TEST,0,0
5740,TEST,0,0
5747,TEST,0,0
5749,TEST,0,0
5755,TEST,0,0
5762,TEST,0,0
5764,TEST,0,0
5771,TEST,0,0
5773,TEST,0,0
5783,TEST,0,0
5785,TEST,0,0
5790,TEST,0,0
5806,TEST,0,0
5808,TEST,0,0
5824,TEST,0,0
5827,TEST,0,0
5833,TEST,0,0
5838,TEST,0,0
5847,TEST,0,0
5859,TEST,0,0
5861,TEST,0,0
5862,TEST,0,0
5870,TEST,0,0
5881,TEST,0,0
5888,TEST,0,0
5889,TEST,0,0
5895,TEST,0,0
5897,TEST,0,0
5903,TEST,0,0
5906,TEST,0,0
5907,TEST,0,0
5915,TEST,0,0
5925,TEST,0,0
5926,TEST,0,0
5928,TEST,0,0
5929,TEST,0,0
5932,TEST,0,0
5949,TEST,0,0
5950,TEST,0,0
5952,TEST,0,0
5955,TEST,0,0
5958,TEST,0,0
5960,TEST,0,0
5967,TEST,0,0
5977,TEST,0,0
5978,TEST,0,0
5985,TEST,0,0
5987,TEST,0,0
5998,TEST,0,0
6006,TEST,0,0
6018,TEST,0,0
6025,TEST,0,0
6039,TEST,0,0
6048,TEST,0,0
6051,TEST,0,0
6055,TEST,0,0
6061,TEST,0,0
6062,TEST,0,0
6064,TEST,0,0
6065,TEST,0,0
6067,TEST,0,0
6074,TEST,0,0
6076,TEST,0,0
6077,TEST,0,0
6097,TEST,0,0
6099,TEST,0,0
6100,TEST,0,0
6101,TEST,0,0
6103,TEST,0,0
6106,TEST,0,0
6108,TEST,0,0
6114,TEST,0,0
6115,TEST,0,0
6116,TEST,0,0
6117,TEST,0,0
6126,TEST,0,0
6131,TEST,0,0
6132,TEST,0,0
6140,TEST,0,0
6141,TEST,0,0
6177,TEST,0,0
6181,TEST,0,0
6182,TEST,0,0
6185,TEST,0,0
6187,TEST,0,0
6188,TEST,0,0
6189,TEST,0,0
6199,TEST,0,0
6210,TEST,0,0
6214,TEST,0,0
6215,TEST,0,0
6216,TEST,0,0
6219,TEST,0,0
6220,TEST,0,0
6227,TEST,0,0
6228,TEST,0,0
6238,TEST,0,0
6247,TEST,0,0
6248,TEST,0,0
6249,TEST,0,0
6258,TEST,0,0
6260,TEST,0,0
6263,TEST,0,0
6273,TEST,0,0
6276,TEST,0,0
6277,TEST,0,0
6282,TEST,0,0
6286,TEST,0,0
6293,TEST,0,0
6294,TEST,0,0
6299,TEST,0,0
6304,TEST,0,0
6307,TEST,0,0
6309,TEST,0,0
6312,TEST,0,0
6313,TEST,0,0
6317,TEST,0,0
6320,TEST,0,0
6326,TEST,0,0
6329,TEST,0,0
6332,TEST,0,0
6349,TEST,0,0
6351,TEST,0,0
6353,TEST,0,0
6359,TEST,0,0
6363,TEST,0,0
6364,TEST,0,0
6368,TEST,0,0
6378,TEST,0,0
6382,TEST,0,0
6389,TEST,0,0
6393,TEST,0,0
6397,TEST,0,0
6398,TEST,0,0
6407,TEST,0,0
6413,TEST,0,0
