d3mIndex,type,fold,repeat
4363,TEST,0,0
4401,TEST,0,0
4439,TEST,0,0
4474,TEST,0,0
4495,TEST,0,0
4522,TEST,0,0
4549,TEST,0,0
4578,TEST,0,0
4596,TEST,0,0
4617,TEST,0,0
4651,TEST,0,0
4677,TEST,0,0
4703,TEST,0,0
4719,TEST,0,0
4735,TEST,0,0
4756,TEST,0,0
4777,TEST,0,0
4793,TEST,0,0
4819,TEST,0,0
4849,TEST,0,0
4879,TEST,0,0
4897,TEST,0,0
4918,TEST,0,0
4951,TEST,0,0
4986,TEST,0,0
5007,TEST,0,0
5028,TEST,0,0
5049,TEST,0,0
5068,TEST,0,0
5098,TEST,0,0
5128,TEST,0,0
5157,TEST,0,0
5175,TEST,0,0
5205,TEST,0,0
5240,TEST,0,0
5261,TEST,0,0
5290,TEST,0,0
5319,TEST,0,0
5347,TEST,0,0
5375,TEST,0,0
5414,TEST,0,0
5436,TEST,0,0
5458,TEST,0,0
5491,TEST,0,0
5526,TEST,0,0
5545,TEST,0,0
5564,TEST,0,0
5599,TEST,0,0
5620,TEST,0,0
5641,TEST,0,0
5662,TEST,0,0
5680,TEST,0,0
5707,TEST,0,0
5728,TEST,0,0
5749,TEST,0,0
5784,TEST,0,0
5805,TEST,0,0
5838,TEST,0,0
5859,TEST,0,0
5887,TEST,0,0
5915,TEST,0,0
5960,TEST,0,0
5995,TEST,0,0
6030,TEST,0,0
6057,TEST,0,0
6074,TEST,0,0
6102,TEST,0,0
6130,TEST,0,0
6156,TEST,0,0
6186,TEST,0,0
6216,TEST,0,0
6250,TEST,0,0
6284,TEST,0,0
6313,TEST,0,0
6331,TEST,0,0
6358,TEST,0,0
6375,TEST,0,0
6403,TEST,0,0
6421,TEST,0,0
6456,TEST,0,0
6477,TEST,0,0
6496,TEST,0,0
6526,TEST,0,0
6547,TEST,0,0
6568,TEST,0,0
6587,TEST,0,0
6606,TEST,0,0
6634,TEST,0,0
6655,TEST,0,0
6690,TEST,0,0
6716,TEST,0,0
6732,TEST,0,0
6758,TEST,0,0
6774,TEST,0,0
6811,TEST,0,0
6839,TEST,0,0
6867,TEST,0,0
6888,TEST,0,0
6923,TEST,0,0
6953,TEST,0,0
6972,TEST,0,0
7007,TEST,0,0
7027,TEST,0,0
7057,TEST,0,0
7075,TEST,0,0
7093,TEST,0,0
7111,TEST,0,0
7141,TEST,0,0
7160,TEST,0,0
7181,TEST,0,0
7215,TEST,0,0
7253,TEST,0,0
7275,TEST,0,0
7308,TEST,0,0
7341,TEST,0,0
7367,TEST,0,0
7383,TEST,0,0
7405,TEST,0,0
7443,TEST,0,0
7471,TEST,0,0
7489,TEST,0,0
7519,TEST,0,0
7538,TEST,0,0
7559,TEST,0,0
7593,TEST,0,0
7623,TEST,0,0
7642,TEST,0,0
7664,TEST,0,0
7686,TEST,0,0
7721,TEST,0,0
7742,TEST,0,0
7764,TEST,0,0
7786,TEST,0,0
7808,TEST,0,0
7846,TEST,0,0
7881,TEST,0,0
7916,TEST,0,0
7938,TEST,0,0
7976,TEST,0,0
8010,TEST,0,0
8038,TEST,0,0
8059,TEST,0,0
8080,TEST,0,0
8108,TEST,0,0
8126,TEST,0,0
8145,TEST,0,0
8165,TEST,0,0
8183,TEST,0,0
8201,TEST,0,0
8219,TEST,0,0
8237,TEST,0,0
8274,TEST,0,0
8295,TEST,0,0
8330,TEST,0,0
8364,TEST,0,0
8394,TEST,0,0
8424,TEST,0,0
8451,TEST,0,0
8469,TEST,0,0
8499,TEST,0,0
8517,TEST,0,0
8552,TEST,0,0
8573,TEST,0,0
8599,TEST,0,0
8615,TEST,0,0
8657,TEST,0,0
8679,TEST,0,0
8717,TEST,0,0
8753,TEST,0,0
8774,TEST,0,0
8812,TEST,0,0
8850,TEST,0,0
8878,TEST,0,0
8897,TEST,0,0
8939,TEST,0,0
8961,TEST,0,0
8983,TEST,0,0
9009,TEST,0,0
9030,TEST,0,0
9051,TEST,0,0
9088,TEST,0,0
9124,TEST,0,0
9154,TEST,0,0
9175,TEST,0,0
9211,TEST,0,0
9233,TEST,0,0
9255,TEST,0,0
9285,TEST,0,0
9303,TEST,0,0
9344,TEST,0,0
9366,TEST,0,0
9388,TEST,0,0
9409,TEST,0,0
9439,TEST,0,0
9469,TEST,0,0
9504,TEST,0,0
9533,TEST,0,0
9562,TEST,0,0
9583,TEST,0,0
9618,TEST,0,0
9653,TEST,0,0
9674,TEST,0,0
9696,TEST,0,0
9724,TEST,0,0
9742,TEST,0,0
9777,TEST,0,0
9812,TEST,0,0
9834,TEST,0,0
9867,TEST,0,0
9885,TEST,0,0
9912,TEST,0,0
9932,TEST,0,0
9967,TEST,0,0
9985,TEST,0,0
10013,TEST,0,0
10041,TEST,0,0
10059,TEST,0,0
10089,TEST,0,0
10108,TEST,0,0
10146,TEST,0,0
10165,TEST,0,0
10184,TEST,0,0
10203,TEST,0,0
10233,TEST,0,0
10278,TEST,0,0
10323,TEST,0,0
10345,TEST,0,0
10367,TEST,0,0
10396,TEST,0,0
10418,TEST,0,0
10456,TEST,0,0
10478,TEST,0,0
10512,TEST,0,0
10546,TEST,0,0
10576,TEST,0,0
10606,TEST,0,0
10627,TEST,0,0
10648,TEST,0,0
10675,TEST,0,0
10710,TEST,0,0
10745,TEST,0,0
10771,TEST,0,0
10789,TEST,0,0
10810,TEST,0,0
10831,TEST,0,0
10847,TEST,0,0
10868,TEST,0,0
10905,TEST,0,0
10940,TEST,0,0
10966,TEST,0,0
10992,TEST,0,0
11010,TEST,0,0
11028,TEST,0,0
11046,TEST,0,0
11091,TEST,0,0
11136,TEST,0,0
11163,TEST,0,0
11190,TEST,0,0
11218,TEST,0,0
11246,TEST,0,0
11267,TEST,0,0
11288,TEST,0,0
11310,TEST,0,0
11348,TEST,0,0
11385,TEST,0,0
11422,TEST,0,0
11448,TEST,0,0
11464,TEST,0,0
11499,TEST,0,0
11534,TEST,0,0
11569,TEST,0,0
11604,TEST,0,0
11625,TEST,0,0
11646,TEST,0,0
11672,TEST,0,0
11688,TEST,0,0
11704,TEST,0,0
11730,TEST,0,0
11769,TEST,0,0
11791,TEST,0,0
11812,TEST,0,0
11833,TEST,0,0
11851,TEST,0,0
11869,TEST,0,0
11890,TEST,0,0
11910,TEST,0,0
11931,TEST,0,0
11952,TEST,0,0
11970,TEST,0,0
12000,TEST,0,0
12021,TEST,0,0
12042,TEST,0,0
12069,TEST,0,0
12087,TEST,0,0
12113,TEST,0,0
12139,TEST,0,0
12169,TEST,0,0
12191,TEST,0,0
12213,TEST,0,0
12234,TEST,0,0
12269,TEST,0,0
12298,TEST,0,0
12316,TEST,0,0
12336,TEST,0,0
12370,TEST,0,0
12407,TEST,0,0
12428,TEST,0,0
12454,TEST,0,0
12470,TEST,0,0
12488,TEST,0,0
12506,TEST,0,0
12524,TEST,0,0
12542,TEST,0,0
12564,TEST,0,0
12597,TEST,0,0
12619,TEST,0,0
12641,TEST,0,0
12676,TEST,0,0
12702,TEST,0,0
12718,TEST,0,0
12753,TEST,0,0
12774,TEST,0,0
12791,TEST,0,0
12808,TEST,0,0
12824,TEST,0,0
12840,TEST,0,0
12869,TEST,0,0
12887,TEST,0,0
12917,TEST,0,0
12936,TEST,0,0
12971,TEST,0,0
12992,TEST,0,0
13013,TEST,0,0
13034,TEST,0,0
13055,TEST,0,0
13088,TEST,0,0
13116,TEST,0,0
13144,TEST,0,0
13189,TEST,0,0
13224,TEST,0,0
13259,TEST,0,0
13277,TEST,0,0
13299,TEST,0,0
13337,TEST,0,0
13356,TEST,0,0
13386,TEST,0,0
13408,TEST,0,0
13430,TEST,0,0
13451,TEST,0,0
13486,TEST,0,0
13521,TEST,0,0
13542,TEST,0,0
13571,TEST,0,0
13600,TEST,0,0
13635,TEST,0,0
13656,TEST,0,0
13682,TEST,0,0
13708,TEST,0,0
13746,TEST,0,0
13768,TEST,0,0
13790,TEST,0,0
13818,TEST,0,0
13846,TEST,0,0
13881,TEST,0,0
13911,TEST,0,0
13930,TEST,0,0
13963,TEST,0,0
14001,TEST,0,0
14039,TEST,0,0
14069,TEST,0,0
14099,TEST,0,0
14134,TEST,0,0
14155,TEST,0,0
14185,TEST,0,0
14204,TEST,0,0
14237,TEST,0,0
14259,TEST,0,0
14289,TEST,0,0
14319,TEST,0,0
14340,TEST,0,0
14370,TEST,0,0
14389,TEST,0,0
14424,TEST,0,0
14459,TEST,0,0
14486,TEST,0,0
14513,TEST,0,0
14540,TEST,0,0
14561,TEST,0,0
14582,TEST,0,0
14610,TEST,0,0
14638,TEST,0,0
14660,TEST,0,0
14682,TEST,0,0
14704,TEST,0,0
14737,TEST,0,0
14779,TEST,0,0
14800,TEST,0,0
14835,TEST,0,0
14856,TEST,0,0
14878,TEST,0,0
14900,TEST,0,0
14930,TEST,0,0
14960,TEST,0,0
14993,TEST,0,0
15026,TEST,0,0
15044,TEST,0,0
15062,TEST,0,0
15096,TEST,0,0
15118,TEST,0,0
15150,TEST,0,0
15185,TEST,0,0
15206,TEST,0,0
15225,TEST,0,0
15244,TEST,0,0
15265,TEST,0,0
15286,TEST,0,0
15313,TEST,0,0
15340,TEST,0,0
15373,TEST,0,0
15394,TEST,0,0
15426,TEST,0,0
15447,TEST,0,0
15483,TEST,0,0
15504,TEST,0,0
15525,TEST,0,0
15561,TEST,0,0
15582,TEST,0,0
15604,TEST,0,0
15638,TEST,0,0
15656,TEST,0,0
15677,TEST,0,0
15698,TEST,0,0
15720,TEST,0,0
15742,TEST,0,0
15763,TEST,0,0
15798,TEST,0,0
15815,TEST,0,0
15833,TEST,0,0
15859,TEST,0,0
15885,TEST,0,0
15906,TEST,0,0
15927,TEST,0,0
15962,TEST,0,0
15997,TEST,0,0
16018,TEST,0,0
16039,TEST,0,0
16058,TEST,0,0
16088,TEST,0,0
16114,TEST,0,0
16135,TEST,0,0
16172,TEST,0,0
16208,TEST,0,0
16229,TEST,0,0
16255,TEST,0,0
16281,TEST,0,0
16302,TEST,0,0
16337,TEST,0,0
16365,TEST,0,0
16383,TEST,0,0
16401,TEST,0,0
16427,TEST,0,0
16464,TEST,0,0
16485,TEST,0,0
16527,TEST,0,0
16569,TEST,0,0
16587,TEST,0,0
16605,TEST,0,0
16626,TEST,0,0
16647,TEST,0,0
16671,TEST,0,0
16689,TEST,0,0
16713,TEST,0,0
16733,TEST,0,0
16751,TEST,0,0
16767,TEST,0,0
16780,TEST,0,0
16797,TEST,0,0
16813,TEST,0,0
16831,TEST,0,0
16846,TEST,0,0
16871,TEST,0,0
16886,TEST,0,0
16901,TEST,0,0
16926,TEST,0,0
16951,TEST,0,0
16963,TEST,0,0
16978,TEST,0,0
17003,TEST,0,0
17018,TEST,0,0
17033,TEST,0,0
17058,TEST,0,0
17083,TEST,0,0
17098,TEST,0,0
17116,TEST,0,0
17134,TEST,0,0
17148,TEST,0,0
17166,TEST,0,0
17183,TEST,0,0
17196,TEST,0,0
17216,TEST,0,0
17247,TEST,0,0
17267,TEST,0,0
17286,TEST,0,0
17300,TEST,0,0
17320,TEST,0,0
17348,TEST,0,0
17374,TEST,0,0
17390,TEST,0,0
17412,TEST,0,0
17429,TEST,0,0
17457,TEST,0,0
17477,TEST,0,0
17497,TEST,0,0
17511,TEST,0,0
17542,TEST,0,0
17563,TEST,0,0
17595,TEST,0,0
17616,TEST,0,0
17641,TEST,0,0
17657,TEST,0,0
17673,TEST,0,0
17694,TEST,0,0
17715,TEST,0,0
17735,TEST,0,0
17746,TEST,0,0
17762,TEST,0,0
17783,TEST,0,0
17799,TEST,0,0
17819,TEST,0,0
17839,TEST,0,0
17859,TEST,0,0
17895,TEST,0,0
17915,TEST,0,0
17935,TEST,0,0
17952,TEST,0,0
17972,TEST,0,0
18008,TEST,0,0
18028,TEST,0,0
18064,TEST,0,0
18084,TEST,0,0
18104,TEST,0,0
18140,TEST,0,0
18153,TEST,0,0
18176,TEST,0,0
18194,TEST,0,0
18208,TEST,0,0
